train_dataset,scheme,features,score_col,threshold,min_cell_n,ask_cap,min_seconds,transfer_target_pass,transfer_wilson_pass,min_oos_accuracy,min_oos_coverage,max_median_ask,max_ask_eq_100,source_all_base_markets,source_all_markets,source_all_wins,source_all_losses,source_all_accuracy,source_all_coverage,source_all_wilson95_lower,source_all_median_ask,source_all_ask_eq_100,source_all_median_seconds_to_close,source_all_gross_pnl_cents,source_all_gross_roi,source_train_base_markets,source_train_markets,source_train_wins,source_train_losses,source_train_accuracy,source_train_coverage,source_train_wilson95_lower,source_train_median_ask,source_train_ask_eq_100,source_train_median_seconds_to_close,source_train_gross_pnl_cents,source_train_gross_roi,source_validation_base_markets,source_validation_markets,source_validation_wins,source_validation_losses,source_validation_accuracy,source_validation_coverage,source_validation_wilson95_lower,source_validation_median_ask,source_validation_ask_eq_100,source_validation_median_seconds_to_close,source_validation_gross_pnl_cents,source_validation_gross_roi,source_holdout_base_markets,source_holdout_markets,source_holdout_wins,source_holdout_losses,source_holdout_accuracy,source_holdout_coverage,source_holdout_wilson95_lower,source_holdout_median_ask,source_holdout_ask_eq_100,source_holdout_median_seconds_to_close,source_holdout_gross_pnl_cents,source_holdout_gross_roi,target_all_base_markets,target_all_markets,target_all_wins,target_all_losses,target_all_accuracy,target_all_coverage,target_all_wilson95_lower,target_all_median_ask,target_all_ask_eq_100,target_all_median_seconds_to_close,target_all_gross_pnl_cents,target_all_gross_roi,target_train_base_markets,target_train_markets,target_train_wins,target_train_losses,target_train_accuracy,target_train_coverage,target_train_wilson95_lower,target_train_median_ask,target_train_ask_eq_100,target_train_median_seconds_to_close,target_train_gross_pnl_cents,target_train_gross_roi,target_validation_base_markets,target_validation_markets,target_validation_wins,target_validation_losses,target_validation_accuracy,target_validation_coverage,target_validation_wilson95_lower,target_validation_median_ask,target_validation_ask_eq_100,target_validation_median_seconds_to_close,target_validation_gross_pnl_cents,target_validation_gross_roi,target_holdout_base_markets,target_holdout_markets,target_holdout_wins,target_holdout_losses,target_holdout_accuracy,target_holdout_coverage,target_holdout_wilson95_lower,target_holdout_median_ask,target_holdout_ask_eq_100,target_holdout_median_seconds_to_close,target_holdout_gross_pnl_cents,target_holdout_gross_roi
current,minscore_time,"score_min_bin,sec_bin",emp_p,0.9,100,100.0,0.0,False,False,0.9226190476190477,0.7555555555555555,92.0,19,166,153,142,11,0.9281045751633987,0.9216867469879518,0.8758549507801968,92.0,19,408.586,198.0,0.014140837023282388,99,92,85,7,0.9239130434782609,0.9292929292929293,0.8511875992283274,93.0,15,411.3425,40.0,0.004728132387706856,33,31,29,2,0.9354838709677419,0.9393939393939394,0.7928136326370187,91.0,2,331.006,74.0,0.026185421089879687,34,30,28,2,0.9333333333333333,0.8823529411764706,0.7867654163738308,91.0,2,437.1585,84.0,0.030927835051546393,221,168,155,13,0.9226190476190477,0.7601809954751131,0.8721200420437089,92.0,11,419.4249305,228.0,0.014929282346778419,132,98,89,9,0.9081632653061225,0.7424242424242424,0.8346039170870685,92.0,10,419.5762295,-31.0,-0.003471055872802598,44,36,34,2,0.9444444444444444,0.8181818181818182,0.8185534279135275,92.0,0,419.530974,136.0,0.041666666666666664,45,34,32,2,0.9411764705882353,0.7555555555555555,0.8090639309571899,91.5,1,419.268157,123.0,0.03997400064998375
v21,z15_time,"z15_bin,sec_bin",emp_p,0.75,50,100.0,0.0,False,False,0.922077922077922,0.6888888888888889,94.0,43,221,158,146,12,0.9240506329113924,0.7149321266968326,0.8719482390426628,90.0,35,479.7818475,498.0,0.0353141398383208,132,92,83,9,0.9021739130434783,0.696969696969697,0.8244322048381333,90.0,21,509.52570049999997,78.0,0.009486742884942837,44,35,34,1,0.9714285714285714,0.7954545454545454,0.854669127663863,95.0,7,419.452907,272.0,0.08695652173913043,45,31,29,2,0.9354838709677419,0.6888888888888889,0.7928136326370187,88.0,7,479.199289,148.0,0.05377906976744186,166,154,142,12,0.922077922077922,0.927710843373494,0.8687455284822949,94.0,43,363.645,290.0,0.020848310567936738,99,93,84,9,0.9032258064516129,0.9393939393939394,0.8262133606698858,94.0,28,415.291,1.0,0.00011906179307060365,33,32,31,1,0.96875,0.9696969696969697,0.8425573617998744,96.5,5,285.846,227.0,0.07901148625130526,34,29,27,2,0.9310344827586207,0.8529411764705882,0.7803541984972431,92.0,10,306.082,62.0,0.02350265352539803
v21,z15_time,"z15_bin,sec_bin",emp_p,0.8,50,100.0,0.0,False,False,0.922077922077922,0.6888888888888889,94.0,43,221,158,146,12,0.9240506329113924,0.7149321266968326,0.8719482390426628,90.0,35,479.7818475,498.0,0.0353141398383208,132,92,83,9,0.9021739130434783,0.696969696969697,0.8244322048381333,90.0,21,509.52570049999997,78.0,0.009486742884942837,44,35,34,1,0.9714285714285714,0.7954545454545454,0.854669127663863,95.0,7,419.452907,272.0,0.08695652173913043,45,31,29,2,0.9354838709677419,0.6888888888888889,0.7928136326370187,88.0,7,479.199289,148.0,0.05377906976744186,166,154,142,12,0.922077922077922,0.927710843373494,0.8687455284822949,94.0,43,363.645,290.0,0.020848310567936738,99,93,84,9,0.9032258064516129,0.9393939393939394,0.8262133606698858,94.0,28,415.291,1.0,0.00011906179307060365,33,32,31,1,0.96875,0.9696969696969697,0.8425573617998744,96.5,5,285.846,227.0,0.07901148625130526,34,29,27,2,0.9310344827586207,0.8529411764705882,0.7803541984972431,92.0,10,306.082,62.0,0.02350265352539803
v21,z15_time,"z15_bin,sec_bin",emp_p,0.85,50,100.0,0.0,False,False,0.922077922077922,0.6888888888888889,94.0,43,221,158,146,12,0.9240506329113924,0.7149321266968326,0.8719482390426628,90.0,35,479.7818475,498.0,0.0353141398383208,132,92,83,9,0.9021739130434783,0.696969696969697,0.8244322048381333,90.0,21,509.52570049999997,78.0,0.009486742884942837,44,35,34,1,0.9714285714285714,0.7954545454545454,0.854669127663863,95.0,7,419.452907,272.0,0.08695652173913043,45,31,29,2,0.9354838709677419,0.6888888888888889,0.7928136326370187,88.0,7,479.199289,148.0,0.05377906976744186,166,154,142,12,0.922077922077922,0.927710843373494,0.8687455284822949,94.0,43,363.645,290.0,0.020848310567936738,99,93,84,9,0.9032258064516129,0.9393939393939394,0.8262133606698858,94.0,28,415.291,1.0,0.00011906179307060365,33,32,31,1,0.96875,0.9696969696969697,0.8425573617998744,96.5,5,285.846,227.0,0.07901148625130526,34,29,27,2,0.9310344827586207,0.8529411764705882,0.7803541984972431,92.0,10,306.082,62.0,0.02350265352539803
v21,z15_time,"z15_bin,sec_bin",emp_lower,0.7,50,100.0,0.0,False,False,0.922077922077922,0.6888888888888889,94.0,43,221,158,146,12,0.9240506329113924,0.7149321266968326,0.8719482390426628,90.0,35,479.7818475,498.0,0.0353141398383208,132,92,83,9,0.9021739130434783,0.696969696969697,0.8244322048381333,90.0,21,509.52570049999997,78.0,0.009486742884942837,44,35,34,1,0.9714285714285714,0.7954545454545454,0.854669127663863,95.0,7,419.452907,272.0,0.08695652173913043,45,31,29,2,0.9354838709677419,0.6888888888888889,0.7928136326370187,88.0,7,479.199289,148.0,0.05377906976744186,166,154,142,12,0.922077922077922,0.927710843373494,0.8687455284822949,94.0,43,363.645,290.0,0.020848310567936738,99,93,84,9,0.9032258064516129,0.9393939393939394,0.8262133606698858,94.0,28,415.291,1.0,0.00011906179307060365,33,32,31,1,0.96875,0.9696969696969697,0.8425573617998744,96.5,5,285.846,227.0,0.07901148625130526,34,29,27,2,0.9310344827586207,0.8529411764705882,0.7803541984972431,92.0,10,306.082,62.0,0.02350265352539803
v21,minscore_time,"score_min_bin,sec_bin",emp_p,0.9,10,100.0,0.0,False,False,0.9210526315789473,0.7777777777777778,91.0,15,221,178,164,14,0.9213483146067416,0.8054298642533937,0.8723212857134466,91.0,12,419.29774199999997,231.0,0.01428659781062527,132,105,96,9,0.9142857142857143,0.7954545454545454,0.8450772435843179,91.0,10,359.987606,33.0,0.003449357165255566,44,38,35,3,0.9210526315789473,0.8636363636363636,0.7920062854222855,90.5,0,449.428042,60.0,0.01744186046511628,45,35,33,2,0.9428571428571428,0.7777777777777778,0.8139294257983507,90.0,2,419.34663,138.0,0.04364326375711575,166,154,143,11,0.9285714285714286,0.927710843373494,0.8766319291443342,91.0,15,408.31,249.0,0.017721158636395985,99,92,85,7,0.9239130434782609,0.9292929292929293,0.8511875992283274,91.0,12,411.3425,71.0,0.008423300510143552,33,31,29,2,0.9354838709677419,0.9393939393939394,0.7928136326370187,91.0,0,331.006,87.0,0.030927835051546393,34,31,29,2,0.9354838709677419,0.9117647058823529,0.7928136326370187,90.0,3,408.586,91.0,0.032395870416518334
v21,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_p,0.8,10,100.0,0.0,False,False,0.9210526315789473,0.6444444444444445,92.0,21,221,157,148,9,0.9426751592356688,0.7104072398190046,0.8946536949467855,90.0,13,479.226612,574.0,0.04034865738788134,132,92,86,6,0.9347826086956522,0.696969696969697,0.8649420387269413,90.0,11,479.40403249999997,241.0,0.028831199904294773,44,36,34,2,0.9444444444444444,0.8181818181818182,0.8185534279135275,90.0,1,419.568628,146.0,0.04486785494775661,45,29,28,1,0.9655172413793104,0.6444444444444445,0.8282447812067973,88.0,1,479.345683,187.0,0.07156525066972828,166,152,140,12,0.9210526315789473,0.9156626506024096,0.867083383465112,92.0,21,407.533,85.0,0.006108515989938915,99,92,84,8,0.9130434782608695,0.9292929292929293,0.8376974325974104,93.0,15,402.82,-49.0,-0.00579950289975145,33,31,29,2,0.9354838709677419,0.9393939393939394,0.7928136326370187,96.0,3,293.132,57.0,0.020049243756595145,34,29,27,2,0.9310344827586207,0.8529411764705882,0.7803541984972431,90.0,3,518.752,77.0,0.029355699580632864
v21,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_p,0.85,10,100.0,60.0,False,False,0.9206349206349206,0.6222222222222222,90.5,4,221,140,133,7,0.95,0.6334841628959276,0.9003926927042931,90.5,4,419.44403,512.0,0.040037535189239915,132,77,74,3,0.961038961038961,0.5833333333333334,0.8916001812736711,90.0,2,479.093526,383.0,0.054581730084081514,44,35,33,2,0.9428571428571428,0.7954545454545454,0.8139294257983507,94.0,1,359.247869,94.0,0.029320024953212728,45,28,26,2,0.9285714285714286,0.6222222222222222,0.7735463743160095,93.0,1,389.195314,35.0,0.01364522417153996,166,126,116,10,0.9206349206349206,0.7590361445783133,0.8600591015126653,90.0,2,416.5245,138.0,0.012039783632873844,99,74,67,7,0.9054054054054054,0.7474747474747475,0.8173774141493172,90.0,1,416.058,-36.0,-0.005344418052256532,33,26,25,1,0.9615384615384616,0.7878787878787878,0.8110722109696523,91.5,0,416.5245,131.0,0.05529759392148586,34,26,24,2,0.9230769230769231,0.7647058823529411,0.7585844622837095,90.5,1,422.8105,43.0,0.01824352991090369
current,minscore_time,"score_min_bin,sec_bin",emp_p,0.85,10,100.0,120.0,False,False,0.92,0.7058823529411765,90.0,1,166,128,116,12,0.90625,0.7710843373493976,0.8432700274269215,89.5,1,524.0615,165.0,0.014429383471797114,99,75,67,8,0.8933333333333333,0.7575757575757576,0.8033863715352692,90.0,0,527.039,-19.0,-0.0028278017562137223,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,88.0,0,462.825,87.0,0.039313149570718485,34,28,26,2,0.9285714285714286,0.8235294117647058,0.7735463743160095,90.0,1,497.17150000000004,97.0,0.03875349580503396,221,156,144,12,0.9230769230769231,0.7058823529411765,0.8703666472608798,90.0,1,539.0256915,474.0,0.034037052994398964,132,86,78,8,0.9069767441860465,0.6515151515151515,0.8270425887501315,89.0,0,539.177958,143.0,0.01867572156196944,44,36,34,2,0.9444444444444444,0.8181818181818182,0.8185534279135275,90.0,0,509.32811000000004,178.0,0.05524518932340161,45,34,32,2,0.9411764705882353,0.7555555555555555,0.8090639309571899,89.5,1,419.44230749999997,153.0,0.05021332458155563
current,minscore_time,"score_min_bin,sec_bin",emp_p,0.85,25,100.0,120.0,False,False,0.92,0.7058823529411765,90.0,1,166,128,116,12,0.90625,0.7710843373493976,0.8432700274269215,89.5,1,524.0615,165.0,0.014429383471797114,99,75,67,8,0.8933333333333333,0.7575757575757576,0.8033863715352692,90.0,0,527.039,-19.0,-0.0028278017562137223,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,88.0,0,462.825,87.0,0.039313149570718485,34,28,26,2,0.9285714285714286,0.8235294117647058,0.7735463743160095,90.0,1,497.17150000000004,97.0,0.03875349580503396,221,156,144,12,0.9230769230769231,0.7058823529411765,0.8703666472608798,90.0,1,539.0256915,474.0,0.034037052994398964,132,86,78,8,0.9069767441860465,0.6515151515151515,0.8270425887501315,89.0,0,539.177958,143.0,0.01867572156196944,44,36,34,2,0.9444444444444444,0.8181818181818182,0.8185534279135275,90.0,0,509.32811000000004,178.0,0.05524518932340161,45,34,32,2,0.9411764705882353,0.7555555555555555,0.8090639309571899,89.5,1,419.44230749999997,153.0,0.05021332458155563
current,minscore_time,"score_min_bin,sec_bin",emp_lower,0.8,10,100.0,120.0,False,False,0.92,0.7058823529411765,90.0,1,166,128,116,12,0.90625,0.7710843373493976,0.8432700274269215,89.5,1,524.0615,165.0,0.014429383471797114,99,75,67,8,0.8933333333333333,0.7575757575757576,0.8033863715352692,90.0,0,527.039,-19.0,-0.0028278017562137223,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,88.0,0,462.825,87.0,0.039313149570718485,34,28,26,2,0.9285714285714286,0.8235294117647058,0.7735463743160095,90.0,1,497.17150000000004,97.0,0.03875349580503396,221,156,144,12,0.9230769230769231,0.7058823529411765,0.8703666472608798,90.0,1,539.0256915,474.0,0.034037052994398964,132,86,78,8,0.9069767441860465,0.6515151515151515,0.8270425887501315,89.0,0,539.177958,143.0,0.01867572156196944,44,36,34,2,0.9444444444444444,0.8181818181818182,0.8185534279135275,90.0,0,509.32811000000004,178.0,0.05524518932340161,45,34,32,2,0.9411764705882353,0.7555555555555555,0.8090639309571899,89.5,1,419.44230749999997,153.0,0.05021332458155563
current,minscore_time,"score_min_bin,sec_bin",emp_lower,0.8,25,100.0,120.0,False,False,0.92,0.7058823529411765,90.0,1,166,128,116,12,0.90625,0.7710843373493976,0.8432700274269215,89.5,1,524.0615,165.0,0.014429383471797114,99,75,67,8,0.8933333333333333,0.7575757575757576,0.8033863715352692,90.0,0,527.039,-19.0,-0.0028278017562137223,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,88.0,0,462.825,87.0,0.039313149570718485,34,28,26,2,0.9285714285714286,0.8235294117647058,0.7735463743160095,90.0,1,497.17150000000004,97.0,0.03875349580503396,221,156,144,12,0.9230769230769231,0.7058823529411765,0.8703666472608798,90.0,1,539.0256915,474.0,0.034037052994398964,132,86,78,8,0.9069767441860465,0.6515151515151515,0.8270425887501315,89.0,0,539.177958,143.0,0.01867572156196944,44,36,34,2,0.9444444444444444,0.8181818181818182,0.8185534279135275,90.0,0,509.32811000000004,178.0,0.05524518932340161,45,34,32,2,0.9411764705882353,0.7555555555555555,0.8090639309571899,89.5,1,419.44230749999997,153.0,0.05021332458155563
current,minscore_time,"score_min_bin,sec_bin",emp_p,0.9,10,100.0,120.0,False,False,0.92,0.6968325791855203,90.0,1,166,128,116,12,0.90625,0.7710843373493976,0.8432700274269215,90.0,1,485.35799999999995,151.0,0.013188924796925496,99,75,67,8,0.8933333333333333,0.7575757575757576,0.8033863715352692,90.0,0,523.758,-24.0,-0.003569303985722784,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,89.0,0,462.825,81.0,0.03650292924740874,34,28,26,2,0.9285714285714286,0.8235294117647058,0.7735463743160095,90.0,1,497.17150000000004,94.0,0.03750997605746209,221,154,142,12,0.922077922077922,0.6968325791855203,0.8687455284822949,90.0,1,479.366904,428.0,0.031077548649433632,132,85,77,8,0.9058823529411765,0.6439393939393939,0.8251294803137523,90.0,0,479.912142,124.0,0.016367476240760296,44,35,33,2,0.9428571428571428,0.7954545454545454,0.8139294257983507,91.0,0,479.503555,163.0,0.0519604717883328,45,34,32,2,0.9411764705882353,0.7555555555555555,0.8090639309571899,90.5,1,419.268157,141.0,0.04609349460608042
current,minscore_time,"score_min_bin,sec_bin",emp_p,0.9,25,100.0,120.0,False,False,0.92,0.6968325791855203,90.0,1,166,128,116,12,0.90625,0.7710843373493976,0.8432700274269215,90.0,1,485.35799999999995,151.0,0.013188924796925496,99,75,67,8,0.8933333333333333,0.7575757575757576,0.8033863715352692,90.0,0,523.758,-24.0,-0.003569303985722784,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,89.0,0,462.825,81.0,0.03650292924740874,34,28,26,2,0.9285714285714286,0.8235294117647058,0.7735463743160095,90.0,1,497.17150000000004,94.0,0.03750997605746209,221,154,142,12,0.922077922077922,0.6968325791855203,0.8687455284822949,90.0,1,479.366904,428.0,0.031077548649433632,132,85,77,8,0.9058823529411765,0.6439393939393939,0.8251294803137523,90.0,0,479.912142,124.0,0.016367476240760296,44,35,33,2,0.9428571428571428,0.7954545454545454,0.8139294257983507,91.0,0,479.503555,163.0,0.0519604717883328,45,34,32,2,0.9411764705882353,0.7555555555555555,0.8090639309571899,90.5,1,419.268157,141.0,0.04609349460608042
current,minscore_time,"score_min_bin,sec_bin",emp_p,0.85,50,100.0,60.0,False,False,0.92,0.6923076923076923,90.0,2,166,129,118,11,0.9147286821705426,0.7771084337349398,0.8537519523672137,90.0,2,523.758,227.0,0.01961462023675797,99,75,68,7,0.9066666666666666,0.7575757575757576,0.819653131504585,90.0,1,527.039,57.0,0.008453210737060655,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,89.0,0,462.825,79.0,0.03556956325979289,34,29,27,2,0.9310344827586207,0.8529411764705882,0.7803541984972431,90.0,1,469.978,91.0,0.03487926408585665,221,153,143,10,0.934640522875817,0.6923076923076923,0.8838761830582919,90.0,2,539.069624,594.0,0.04333868378812199,132,85,79,6,0.9294117647058824,0.6439393939393939,0.854439406425305,89.0,1,539.205949,300.0,0.039473684210526314,44,35,33,2,0.9428571428571428,0.7954545454545454,0.8139294257983507,90.0,0,539.04899,157.0,0.04995227489659561,45,33,31,2,0.9393939393939394,0.7333333333333333,0.8039375519135219,90.0,1,419.537985,137.0,0.04623692203847452
current,minscore_time,"score_min_bin,sec_bin",emp_lower,0.8,50,100.0,60.0,False,False,0.92,0.6923076923076923,90.0,2,166,129,118,11,0.9147286821705426,0.7771084337349398,0.8537519523672137,90.0,2,523.758,227.0,0.01961462023675797,99,75,68,7,0.9066666666666666,0.7575757575757576,0.819653131504585,90.0,1,527.039,57.0,0.008453210737060655,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,89.0,0,462.825,79.0,0.03556956325979289,34,29,27,2,0.9310344827586207,0.8529411764705882,0.7803541984972431,90.0,1,469.978,91.0,0.03487926408585665,221,153,143,10,0.934640522875817,0.6923076923076923,0.8838761830582919,90.0,2,539.069624,594.0,0.04333868378812199,132,85,79,6,0.9294117647058824,0.6439393939393939,0.854439406425305,89.0,1,539.205949,300.0,0.039473684210526314,44,35,33,2,0.9428571428571428,0.7954545454545454,0.8139294257983507,90.0,0,539.04899,157.0,0.04995227489659561,45,33,31,2,0.9393939393939394,0.7333333333333333,0.8039375519135219,90.0,1,419.537985,137.0,0.04623692203847452
current,minscore_time,"score_min_bin,sec_bin",emp_p,0.85,100,100.0,60.0,False,False,0.92,0.6923076923076923,90.0,3,166,129,118,11,0.9147286821705426,0.7771084337349398,0.8537519523672137,90.0,3,491.585,221.0,0.019086276880559635,99,75,68,7,0.9066666666666666,0.7575757575757576,0.819653131504585,90.0,2,525.853,51.0,0.007556675062972292,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,89.0,0,462.825,79.0,0.03556956325979289,34,29,27,2,0.9310344827586207,0.8529411764705882,0.7803541984972431,90.0,1,469.978,91.0,0.03487926408585665,221,153,143,10,0.934640522875817,0.6923076923076923,0.8838761830582919,90.0,2,479.948383,592.0,0.04318646046104464,132,85,79,6,0.9294117647058824,0.6439393939393939,0.854439406425305,89.0,1,539.128739,299.0,0.03933692935140113,44,35,33,2,0.9428571428571428,0.7954545454545454,0.8139294257983507,90.0,0,479.60723,156.0,0.04961832061068702,45,33,31,2,0.9393939393939394,0.7333333333333333,0.8039375519135219,90.0,1,419.537985,137.0,0.04623692203847452
current,minscore_time,"score_min_bin,sec_bin",emp_lower,0.8,100,100.0,60.0,False,False,0.92,0.6923076923076923,90.0,3,166,129,118,11,0.9147286821705426,0.7771084337349398,0.8537519523672137,90.0,3,491.585,221.0,0.019086276880559635,99,75,68,7,0.9066666666666666,0.7575757575757576,0.819653131504585,90.0,2,525.853,51.0,0.007556675062972292,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,89.0,0,462.825,79.0,0.03556956325979289,34,29,27,2,0.9310344827586207,0.8529411764705882,0.7803541984972431,90.0,1,469.978,91.0,0.03487926408585665,221,153,143,10,0.934640522875817,0.6923076923076923,0.8838761830582919,90.0,2,479.948383,592.0,0.04318646046104464,132,85,79,6,0.9294117647058824,0.6439393939393939,0.854439406425305,89.0,1,539.128739,299.0,0.03933692935140113,44,35,33,2,0.9428571428571428,0.7954545454545454,0.8139294257983507,90.0,0,479.60723,156.0,0.04961832061068702,45,33,31,2,0.9393939393939394,0.7333333333333333,0.8039375519135219,90.0,1,419.537985,137.0,0.04623692203847452
current,minscore_time,"score_min_bin,sec_bin",emp_p,0.9,50,100.0,60.0,False,False,0.92,0.6832579185520362,91.0,2,166,129,118,11,0.9147286821705426,0.7771084337349398,0.8537519523672137,90.0,2,479.131,213.0,0.0183826702338828,99,75,68,7,0.9066666666666666,0.7575757575757576,0.819653131504585,90.0,1,523.758,52.0,0.007705986959098993,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,90.0,0,462.825,73.0,0.0327795240233498,34,29,27,2,0.9310344827586207,0.8529411764705882,0.7803541984972431,91.0,1,469.978,88.0,0.033690658499234305,221,151,141,10,0.9337748344370861,0.6832579185520362,0.8823933466159377,91.0,2,479.513487,548.0,0.04043683589138135,132,84,78,6,0.9285714285714286,0.6363636363636364,0.8528043284375554,90.0,1,509.4572675,281.0,0.03737199095624418,44,34,32,2,0.9411764705882353,0.7727272727272727,0.8090639309571899,91.0,0,479.55539250000004,142.0,0.04643557880967953,45,33,31,2,0.9393939393939394,0.7333333333333333,0.8039375519135219,91.0,1,419.34663,125.0,0.04201680672268908
current,minscore_time,"score_min_bin,sec_bin",emp_p,0.9,100,100.0,60.0,False,False,0.92,0.6832579185520362,91.0,3,166,129,118,11,0.9147286821705426,0.7771084337349398,0.8537519523672137,90.0,3,475.413,186.0,0.0160151541243327,99,75,68,7,0.9066666666666666,0.7575757575757576,0.819653131504585,90.0,2,475.734,33.0,0.004876607063691443,33,25,23,2,0.92,0.7575757575757576,0.750338910496047,90.0,0,462.825,69.0,0.030927835051546393,34,29,27,2,0.9310344827586207,0.8529411764705882,0.7803541984972431,91.0,1,465.731,84.0,0.03211009174311927,221,151,141,10,0.9337748344370861,0.6832579185520362,0.8823933466159377,91.0,2,479.199289,519.0,0.03821515352330462,132,84,78,6,0.9285714285714286,0.6363636363636364,0.8528043284375554,90.0,1,479.45545749999997,263.0,0.03489452036619345,44,34,32,2,0.9411764705882353,0.7727272727272727,0.8090639309571899,92.0,0,449.5142875,134.0,0.04370515329419439,45,33,31,2,0.9393939393939394,0.7333333333333333,0.8039375519135219,91.0,1,419.34663,122.0,0.0409670920080591
v21,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_p,0.9,10,100.0,60.0,False,False,0.92,0.6,96.0,4,221,130,128,2,0.9846153846153847,0.5882352941176471,0.9456415388402218,96.0,4,299.7872665,471.0,0.03820261172844513,132,71,71,0,1.0,0.5378787878787878,0.9486720478031097,96.0,2,359.177279,402.0,0.06001791579575993,44,32,31,1,0.96875,0.7272727272727273,0.8425573617998744,96.0,1,299.535329,47.0,0.0153946937438585,45,27,26,1,0.9629629629629629,0.6,0.8171653406642415,97.0,1,299.650566,22.0,0.008533747090768037,166,124,115,9,0.9274193548387096,0.7469879518072289,0.8678041533840009,95.5,3,381.8935,-95.0,-0.008193186718413108,99,73,67,6,0.9178082191780822,0.7373737373737373,0.8320560452006283,95.0,2,395.069,-119.0,-0.01745123918463118,33,26,25,1,0.9615384615384616,0.7878787878787878,0.8110722109696523,96.0,0,344.9665,63.0,0.025851456709068528,34,25,23,2,0.92,0.7352941176470589,0.750338910496047,96.0,1,356.531,-39.0,-0.016673792218896963
v21,book_z15_time_drift5,"book_bin,z15_bin,sec_bin,drift5_bin",emp_lower,0.7,10,100.0,60.0,False,False,0.92,0.6,96.0,4,221,130,128,2,0.9846153846153847,0.5882352941176471,0.9456415388402218,96.0,4,299.7872665,471.0,0.03820261172844513,132,71,71,0,1.0,0.5378787878787878,0.9486720478031097,96.0,2,359.177279,402.0,0.06001791579575993,44,32,31,1,0.96875,0.7272727272727273,0.8425573617998744,96.0,1,299.535329,47.0,0.0153946937438585,45,27,26,1,0.9629629629629629,0.6,0.8171653406642415,97.0,1,299.650566,22.0,0.008533747090768037,166,124,115,9,0.9274193548387096,0.7469879518072289,0.8678041533840009,95.5,3,381.8935,-95.0,-0.008193186718413108,99,73,67,6,0.9178082191780822,0.7373737373737373,0.8320560452006283,95.0,2,395.069,-119.0,-0.01745123918463118,33,26,25,1,0.9615384615384616,0.7878787878787878,0.8110722109696523,96.0,0,344.9665,63.0,0.025851456709068528,34,25,23,2,0.92,0.7352941176470589,0.750338910496047,96.0,1,356.531,-39.0,-0.016673792218896963
v21,book_z30_time,"book_bin,z30_bin,sec_bin",emp_p,0.9,10,100.0,60.0,False,False,0.92,0.5555555555555556,94.0,8,221,133,127,6,0.9548872180451128,0.6018099547511312,0.9050721551368458,94.0,3,419.826673,546.0,0.04492348198124074,132,73,71,2,0.9726027397260274,0.553030303030303,0.9054985182830947,93.0,0,479.252405,460.0,0.06927710843373494,44,35,33,2,0.9428571428571428,0.7954545454545454,0.8139294257983507,94.0,2,359.567132,74.0,0.022938623682579044,45,25,23,2,0.92,0.5555555555555556,0.750338910496047,93.0,1,419.586141,12.0,0.005244755244755245,166,120,111,9,0.925,0.7228915662650602,0.8635908239400625,92.0,8,467.881,235.0,0.021629084215370454,99,70,63,7,0.9,0.7070707070707071,0.807670851514326,91.0,5,475.70950000000005,-10.0,-0.001584786053882726,33,24,24,0,1.0,0.7272727272727273,0.8620237953250198,92.5,0,439.44050000000004,216.0,0.0989010989010989,34,26,24,2,0.9230769230769231,0.7647058823529411,0.7585844622837095,92.0,3,360.99850000000004,29.0,0.012231126107127795
current,book_z15_time,"book_bin,z15_bin,sec_bin",emp_p,0.95,10,100.0,120.0,False,False,0.92,0.5555555555555556,95.0,1,166,114,109,5,0.956140350877193,0.6867469879518072,0.9014191976891217,93.0,1,410.50300000000004,321.0,0.03034313262123074,99,64,62,2,0.96875,0.6464646464646465,0.8930270822904168,93.0,0,410.50300000000004,243.0,0.04079234514017123,33,24,23,1,0.9583333333333334,0.7272727272727273,0.7975819352134406,91.5,0,430.56,97.0,0.04403086699954607,34,26,24,2,0.9230769230769231,0.7647058823529411,0.7585844622837095,93.5,1,380.1275,-19.0,-0.007854485324514262,221,123,119,4,0.967479674796748,0.5565610859728507,0.9193613832985166,95.0,1,359.879926,345.0,0.0298572046733016,132,68,66,2,0.9705882352941176,0.5151515151515151,0.8989536863477694,95.5,0,359.86807650000003,204.0,0.03189493433395872,44,30,30,0,1.0,0.6818181818181818,0.8864866068260312,96.0,0,359.6156015,173.0,0.06119561372479661,45,25,23,2,0.92,0.5555555555555556,0.750338910496047,93.0,1,419.189684,-32.0,-0.0137221269296741
