dataset,candidate,label,filter_count,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive
current,score_edge_m5__rv15_minus_rv30_ge_10,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; rv15_minus_rv30>=10,1,328,78,56,22,0.717948717948718,0.23780487804878048,0.6096907122939889,69.5,74.42307692307692,83.0,8,0,649.9645,135.0,5805.0,5940.0,-205.0,-340.0,-0.03531438415159346,-0.05723905723905724,-4.358974358974359,-1.0365853658536586,0.7615384615384616,-0.04358974358974366,196,39,32,7,0.8205128205128205,0.1989795918367347,0.6733195433811838,70.0,74.33333333333333,84.5,4,0,633.662,67.0,2899.0,2966.0,301.0,234.0,0.10382890651948948,0.07889413351314903,6.0,1.1938775510204083,0.7605128205128205,0.05999999999999994,66,11,6,5,0.5454545454545454,0.16666666666666666,0.28009153740932197,71.0,71.0909090909091,75.0,0,0,708.741,21.0,782.0,803.0,-182.0,-203.0,-0.23273657289002558,-0.25280199252801994,-18.454545454545453,-3.0757575757575757,0.73,-0.18454545454545457,66,28,18,10,0.6428571428571429,0.42424242424242425,0.45830306514427804,69.0,75.85714285714286,88.25,4,0,652.7785,47.0,2124.0,2171.0,-324.0,-371.0,-0.15254237288135594,-0.1708889912482727,-13.25,-5.621212121212121,0.775357142857143,-0.13250000000000006,False,False,False
current,score_edge_m5__rv15_over_rv30_le_1__rv30_over_rv60_le_1,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; rv15_over_rv30<=1; rv30_over_rv60<=1,2,328,160,123,37,0.76875,0.4878048780487805,0.6975811590318565,68.0,71.50625,77.0,3,0,649.025,289.0,11441.0,11730.0,859.0,570.0,0.075080849576086,0.04859335038363171,3.5625,1.7378048780487805,0.733125,0.03562500000000002,196,102,81,21,0.7941176470588235,0.5204081632653061,0.7056745056103343,68.0,71.8529411764706,78.0,3,0,634.572,182.0,7329.0,7511.0,771.0,589.0,0.1051985264019648,0.07841831979763014,5.7745098039215685,3.0051020408163267,0.7363725490196078,0.05774509803921568,66,25,19,6,0.76,0.3787878787878788,0.5657031664457093,69.0,72.16,80.0,0,0,656.257,45.0,1804.0,1849.0,96.0,51.0,0.05321507760532151,0.027582477014602487,2.04,0.7727272727272727,0.7395999999999999,0.020400000000000085,66,33,23,10,0.696969696969697,0.5,0.5266186485419944,67.0,69.93939393939394,73.0,0,0,655.496,62.0,2308.0,2370.0,-8.0,-70.0,-0.0034662045060658577,-0.029535864978902954,-2.121212121212121,-1.0606060606060606,0.7181818181818183,-0.021212121212121238,False,False,False
current,score_edge_m5__rv15_over_rv30_ge_1__rv30_over_rv60_ge_1,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; rv15_over_rv30>=1; rv30_over_rv60>=1,2,328,82,65,17,0.7926829268292683,0.25,0.6928342703478702,75.0,77.78048780487805,88.75,11,0,631.703,132.0,6378.0,6510.0,122.0,-10.0,0.019128253370962685,-0.0015360983102918587,-0.12195121951219512,-0.03048780487804878,0.7939024390243902,-0.0012195121951218413,196,46,37,9,0.8043478260869565,0.23469387755102042,0.668287410770154,76.0,77.97826086956522,87.75,4,0,649.27,73.0,3587.0,3660.0,113.0,40.0,0.03150264845274603,0.01092896174863388,0.8695652173913043,0.20408163265306123,0.7956521739130435,0.008695652173912993,66,21,15,6,0.7142857142857143,0.3181818181818182,0.5004361928391441,73.0,75.33333333333333,82.0,2,0,627.619,37.0,1582.0,1619.0,-82.0,-119.0,-0.051833122629582805,-0.07350216182828907,-5.666666666666667,-1.803030303030303,0.7709523809523811,-0.056666666666666754,66,15,13,2,0.8666666666666667,0.22727272727272727,0.6211801716767764,86.0,80.6,95.0,5,0,424.724,22.0,1209.0,1231.0,91.0,69.0,0.07526881720430108,0.056051990251827784,4.6,1.0454545454545454,0.8206666666666668,0.04599999999999993,False,False,False
current,score_edge_m5__rv15_over_rv30_le_0p8__rv_sigma_t_15m_le_100,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; rv15_over_rv30<=0.8; rv_sigma_t_15m<=100,2,328,108,89,19,0.8240740740740741,0.32926829268292684,0.7415045937948217,68.0,73.03703703703704,82.25,2,0,591.9615,189.0,7888.0,8077.0,1012.0,823.0,0.12829614604462475,0.10189426767364121,7.62037037037037,2.5091463414634148,0.7478703703703705,0.07620370370370355,196,67,58,9,0.8656716417910447,0.34183673469387754,0.7639962773866296,69.0,73.53731343283582,83.5,1,0,579.76,117.0,4927.0,5044.0,873.0,756.0,0.177186929165821,0.14988104678826328,11.283582089552239,3.857142857142857,0.7528358208955224,0.11283582089552235,66,24,18,6,0.75,0.36363636363636365,0.55100555994846,68.0,71.91666666666667,76.0,1,0,652.1285,43.0,1726.0,1769.0,74.0,31.0,0.04287369640787949,0.017524024872809497,1.2916666666666667,0.4696969696969697,0.7370833333333332,0.012916666666666798,66,17,13,4,0.7647058823529411,0.25757575757575757,0.5273820188043501,67.0,72.6470588235294,83.0,0,0,535.41,29.0,1235.0,1264.0,65.0,36.0,0.05263157894736842,0.028481012658227847,2.1176470588235294,0.5454545454545454,0.7435294117647059,0.02117647058823524,False,True,True
current,score_edge_m5__rv15_over_rv30_ge_1p2__rv_sigma_t_15m_ge_75,choose=score_min_book_rv15; score_min_book_rv15>=0.6; fee_edge>=-5c; ask<=95; sec>=120; rv15_over_rv30>=1.2; rv_sigma_t_15m>=75,2,328,30,24,6,0.8,0.09146341463414634,0.6269430358685175,70.5,73.53333333333333,75.0,5,0,708.137,54.0,2206.0,2260.0,194.0,140.0,0.08794197642792384,0.061946902654867256,4.666666666666667,0.4268292682926829,0.7533333333333334,0.046666666666666634,196,14,13,1,0.9285714285714286,0.07142857142857142,0.6853129557584889,68.0,69.78571428571429,72.0,1,0,709.461,27.0,977.0,1004.0,323.0,296.0,0.330603889457523,0.2948207171314741,21.142857142857142,1.510204081632653,0.7171428571428571,0.21142857142857152,66,6,3,3,0.5,0.09090909090909091,0.1876163064826505,73.0,71.16666666666667,75.0,0,0,703.6155,12.0,427.0,439.0,-127.0,-139.0,-0.297423887587822,-0.31662870159453305,-23.166666666666668,-2.106060606060606,0.7316666666666666,-0.23166666666666658,66,10,8,2,0.8,0.15151515151515152,0.4901624715366418,82.5,80.2,95.0,4,0,700.973,15.0,802.0,817.0,-2.0,-17.0,-0.0024937655860349127,-0.0208078335373317,-1.7,-0.25757575757575757,0.817,-0.016999999999999904,False,False,False
v21,book_margin,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0,0,221,219,156,63,0.7123287671232876,0.9909502262443439,0.6491214398502179,66.0,67.32420091324201,70.5,0,0,779.813589,431.0,14744.0,15175.0,856.0,425.0,0.05805751492132393,0.02800658978583196,1.9406392694063928,1.9230769230769231,0.6929223744292238,0.019406392694063856,132,131,90,41,0.6870229007633588,0.9924242424242424,0.6032467934308663,66.0,67.33587786259542,71.0,0,0,779.94713,259.0,8821.0,9080.0,179.0,-80.0,0.020292483845369007,-0.00881057268722467,-0.6106870229007634,-0.6060606060606061,0.6931297709923665,-0.006106870229007688,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,64.5,65.93181818181819,67.0,0,0,779.7111965,87.0,2901.0,2988.0,299.0,212.0,0.10306790761806274,0.07095046854082998,4.818181818181818,4.818181818181818,0.6790909090909091,0.048181818181818215,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,67.0,68.68181818181819,71.25,0,0,779.378346,85.0,3022.0,3107.0,378.0,293.0,0.12508272667107875,0.09430318635339556,6.659090909090909,6.511111111111111,0.7061363636363637,0.06659090909090903,True,False,True
v21,book_margin__rv15_over_rv30_le_0p8,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv30<=0.8,1,221,90,68,22,0.7555555555555555,0.4072398190045249,0.6575162887069911,70.0,71.62222222222222,77.0,1,0,599.709163,166.0,6446.0,6612.0,354.0,188.0,0.054917778467266525,0.028433151845130067,2.088888888888889,0.8506787330316742,0.7346666666666666,0.020888888888888957,132,51,34,17,0.6666666666666666,0.38636363636363635,0.529683778569708,66.0,70.0,75.5,1,0,599.873514,97.0,3570.0,3667.0,-170.0,-267.0,-0.047619047619047616,-0.07281156258521952,-5.235294117647059,-2.022727272727273,0.7190196078431375,-0.052352941176470824,44,17,14,3,0.8235294117647058,0.38636363636363635,0.5897054143116587,67.0,69.88235294117646,75.0,0,0,659.365421,32.0,1188.0,1220.0,212.0,180.0,0.17845117845117844,0.14754098360655737,10.588235294117647,4.090909090909091,0.7176470588235295,0.10588235294117632,45,22,20,2,0.9090909090909091,0.4888888888888889,0.7218505315839417,74.5,76.72727272727273,86.75,0,0,539.478212,37.0,1688.0,1725.0,312.0,275.0,0.1848341232227488,0.15942028985507245,12.5,6.111111111111111,0.7840909090909091,0.125,False,False,True
v21,book_margin__rv15_over_rv30_le_1,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv30<=1,1,221,175,127,48,0.7257142857142858,0.7918552036199095,0.6552984641092499,67.0,69.91428571428571,74.0,2,0,719.838602,329.0,12235.0,12564.0,465.0,136.0,0.0380057212913772,0.010824578159821713,0.7771428571428571,0.6153846153846154,0.7179428571428571,0.007771428571428651,132,101,71,30,0.7029702970297029,0.7651515151515151,0.6077495802310494,67.0,69.39603960396039,74.0,1,0,779.099908,193.0,7009.0,7202.0,91.0,-102.0,0.012983307176487373,-0.01416273257428492,-1.00990099009901,-0.7727272727272727,0.713069306930693,-0.010099009900990108,44,39,29,10,0.7435897435897436,0.8863636363636364,0.5891834407831603,65.0,68.07692307692308,71.5,0,0,779.364427,74.0,2655.0,2729.0,245.0,171.0,0.09227871939736347,0.06266031513374863,4.384615384615385,3.8863636363636362,0.6997435897435897,0.04384615384615387,45,35,27,8,0.7714285714285715,0.7777777777777778,0.6098268310800976,71.0,73.45714285714286,78.5,1,0,659.139432,62.0,2571.0,2633.0,129.0,67.0,0.050175029171528586,0.02544625902012913,1.9142857142857144,1.488888888888889,0.7522857142857143,0.019142857142857128,False,False,True
v21,book_margin__rv15_over_rv30_le_1p2,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv30<=1.2,1,221,216,156,60,0.7222222222222222,0.9773755656108597,0.6590043650560222,66.0,68.26851851851852,71.0,0,0,779.5122034999999,416.0,14746.0,15162.0,854.0,438.0,0.057914010579140106,0.02888800949742778,2.0277777777777777,1.9819004524886878,0.7019444444444445,0.020277777777777728,132,128,89,39,0.6953125,0.9696969696969697,0.610848991608053,66.0,68.4296875,71.25,0,0,779.7981850000001,247.0,8759.0,9006.0,141.0,-106.0,0.01609772805114739,-0.01176993115700644,-0.828125,-0.803030303030303,0.70359375,-0.008281250000000018,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,64.5,66.22727272727273,67.0,0,0,779.492575,86.0,2914.0,3000.0,286.0,200.0,0.09814687714481812,0.06666666666666667,4.545454545454546,4.545454545454546,0.6818181818181818,0.045454545454545525,45,44,35,9,0.7954545454545454,0.9777777777777777,0.6549942193889834,67.5,69.8409090909091,73.75,0,0,779.202374,83.0,3073.0,3156.0,427.0,344.0,0.13895216400911162,0.10899873257287707,7.818181818181818,7.644444444444445,0.7172727272727273,0.07818181818181813,True,False,True
v21,book_margin__rv15_over_rv30_ge_0p8,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv30>=0.8,1,221,212,153,59,0.7216981132075472,0.9592760180995475,0.6578340217176867,67.0,68.70754716981132,72.0,1,0,779.466635,408.0,14566.0,14974.0,734.0,326.0,0.05039132225731155,0.021771069854414318,1.5377358490566038,1.4751131221719458,0.7063207547169812,0.015377358490565984,132,128,89,39,0.6953125,0.9696969696969697,0.610848991608053,67.0,68.4296875,72.0,0,0,779.7485535000001,250.0,8759.0,9009.0,141.0,-109.0,0.01609772805114739,-0.0120990120990121,-0.8515625,-0.8257575757575758,0.703828125,-0.008515625000000027,44,43,32,11,0.7441860465116279,0.9772727272727273,0.5976159650115332,65.0,68.37209302325581,71.0,1,0,779.364427,81.0,2940.0,3021.0,260.0,179.0,0.08843537414965986,0.05925190334326382,4.162790697674419,4.068181818181818,0.7025581395348838,0.04162790697674412,45,41,32,9,0.7804878048780488,0.9111111111111111,0.6329499401177383,67.0,69.92682926829268,77.0,0,0,779.214524,77.0,2867.0,2944.0,333.0,256.0,0.11614928496686432,0.08695652173913043,6.2439024390243905,5.688888888888889,0.718048780487805,0.06243902439024385,True,False,True
v21,book_margin__rv15_over_rv30_ge_1,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv30>=1,1,221,163,123,40,0.754601226993865,0.7375565610859729,0.6831798514576098,68.0,71.97546012269939,78.0,2,0,719.605151,298.0,11732.0,12030.0,568.0,270.0,0.0484145925673372,0.022443890274314215,1.656441717791411,1.2217194570135748,0.738036809815951,0.016564417177914015,132,100,77,23,0.77,0.7575757575757576,0.6784561697712623,69.0,72.51,78.0,1,0,719.5646865,181.0,7251.0,7432.0,449.0,268.0,0.061922493449179425,0.03606027987082885,2.68,2.0303030303030303,0.7432000000000001,0.026799999999999935,44,32,23,9,0.71875,0.7272727272727273,0.5462549057408342,67.0,70.375,77.25,1,0,719.2061719999999,61.0,2252.0,2313.0,48.0,-13.0,0.021314387211367674,-0.005620406398616515,-0.40625,-0.29545454545454547,0.7228125,-0.004062499999999969,45,31,23,8,0.7419354838709677,0.6888888888888889,0.567538641905662,68.0,71.90322580645162,79.5,0,0,779.190224,56.0,2229.0,2285.0,71.0,15.0,0.031852848811126065,0.006564551422319475,0.4838709677419355,0.3333333333333333,0.7370967741935485,0.004838709677419284,False,False,False
v21,book_margin__rv15_over_rv30_ge_1p2,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv30>=1.2,1,221,61,45,16,0.7377049180327869,0.27601809954751133,0.6156325821638563,72.0,74.63934426229508,81.0,5,0,659.457208,109.0,4553.0,4662.0,-53.0,-162.0,-0.0116406764770481,-0.03474903474903475,-2.6557377049180326,-0.7330316742081447,0.7642622950819672,-0.026557377049180264,132,38,29,9,0.7631578947368421,0.2878787878787879,0.6079318763676019,69.5,72.94736842105263,79.0,2,0,719.0865265,70.0,2772.0,2842.0,128.0,58.0,0.046176046176046176,0.02040816326530612,1.5263157894736843,0.4393939393939394,0.7478947368421053,0.015263157894736867,44,12,10,2,0.8333333333333334,0.2727272727272727,0.5519691377470266,77.5,81.0,92.75,3,0,539.790333,19.0,972.0,991.0,28.0,9.0,0.02880658436213992,0.009081735620585268,0.75,0.20454545454545456,0.8258333333333333,0.007500000000000062,45,11,6,5,0.5454545454545454,0.24444444444444444,0.28009153740932197,72.0,73.54545454545455,78.0,0,0,659.437657,20.0,809.0,829.0,-209.0,-229.0,-0.2583436341161928,-0.2762364294330519,-20.818181818181817,-5.088888888888889,0.7536363636363638,-0.20818181818181836,False,False,False
v21,book_margin__rv30_over_rv60_le_0p8,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv30_over_rv60<=0.8,1,221,57,39,18,0.6842105263157895,0.2579185520361991,0.5552022530213655,68.0,71.82456140350877,79.0,1,0,659.914996,104.0,4094.0,4198.0,-194.0,-298.0,-0.04738641914997557,-0.07098618389709385,-5.228070175438597,-1.3484162895927603,0.7364912280701755,-0.05228070175438604,132,35,21,14,0.6,0.26515151515151514,0.435727090128925,66.0,70.25714285714285,74.0,1,0,659.289308,66.0,2459.0,2525.0,-359.0,-425.0,-0.14599430662871085,-0.16831683168316833,-12.142857142857142,-3.2196969696969697,0.7214285714285714,-0.12142857142857144,44,8,8,0,1.0,0.18181818181818182,0.6755924351161198,80.0,76.375,84.0,0,0,719.482808,13.0,611.0,624.0,189.0,176.0,0.309328968903437,0.28205128205128205,22.0,4.0,0.78,0.21999999999999997,45,14,10,4,0.7142857142857143,0.3111111111111111,0.4535091567010681,70.5,73.14285714285714,80.5,0,0,779.166385,25.0,1024.0,1049.0,-24.0,-49.0,-0.0234375,-0.04671115347950429,-3.5,-1.0888888888888888,0.7492857142857144,-0.03500000000000014,False,False,False
v21,book_margin__rv30_over_rv60_le_1,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv30_over_rv60<=1,1,221,150,110,40,0.7333333333333333,0.6787330316742082,0.6573854995109168,66.0,68.9,72.0,0,0,779.230836,284.0,10335.0,10619.0,665.0,381.0,0.06434446057087566,0.035879084659572465,2.54,1.7239819004524888,0.7079333333333333,0.025399999999999978,132,85,55,30,0.6470588235294118,0.6439393939393939,0.5411250053311215,66.0,68.7764705882353,72.0,0,0,779.414322,162.0,5846.0,6008.0,-346.0,-508.0,-0.05918576804652754,-0.08455392809587217,-5.976470588235294,-3.8484848484848486,0.7068235294117647,-0.05976470588235294,44,33,28,5,0.8484848484848485,0.75,0.6908012411955788,66.0,68.0909090909091,71.0,0,0,779.247148,63.0,2247.0,2310.0,553.0,490.0,0.24610591900311526,0.21212121212121213,14.848484848484848,11.136363636363637,0.7000000000000001,0.14848484848484844,45,32,27,5,0.84375,0.7111111111111111,0.6824585040246961,67.0,70.0625,75.0,0,0,749.4167285000001,59.0,2242.0,2301.0,458.0,399.0,0.20428189116859946,0.17340286831812254,12.46875,8.866666666666667,0.7190624999999999,0.12468750000000006,False,False,True
v21,book_margin__rv30_over_rv60_ge_1,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv30_over_rv60>=1,1,221,140,105,35,0.75,0.6334841628959276,0.6722461054834166,69.0,71.58571428571429,76.0,3,0,779.358107,260.0,10022.0,10282.0,478.0,218.0,0.04769507084414289,0.021202100758607276,1.5571428571428572,0.9864253393665159,0.7344285714285714,0.01557142857142857,132,86,70,16,0.813953488372093,0.6515151515151515,0.7189498897582023,70.0,72.16279069767442,75.75,3,0,779.4914225,158.0,6206.0,6364.0,794.0,636.0,0.1279407025459233,0.09993714644877436,7.395348837209302,4.818181818181818,0.7400000000000001,0.07395348837209292,44,28,16,12,0.5714285714285714,0.6363636363636364,0.3907078562746876,65.5,69.25,75.25,0,0,779.2282540000001,54.0,1939.0,1993.0,-339.0,-393.0,-0.17483238782877772,-0.19719016557952834,-14.035714285714286,-8.931818181818182,0.7117857142857141,-0.14035714285714274,45,26,19,7,0.7307692307692307,0.5777777777777777,0.5391695962082382,70.0,72.1923076923077,77.75,0,0,779.134503,48.0,1877.0,1925.0,23.0,-25.0,0.012253596164091636,-0.012987012987012988,-0.9615384615384616,-0.5555555555555556,0.7403846153846152,-0.00961538461538447,False,False,False
v21,book_margin__rv30_over_rv60_ge_1p2,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv30_over_rv60>=1.2,1,221,27,18,9,0.6666666666666666,0.12217194570135746,0.4782476050732008,71.0,73.51851851851852,80.5,1,0,719.943082,48.0,1985.0,2033.0,-185.0,-233.0,-0.09319899244332494,-0.1146089522872602,-8.62962962962963,-1.0542986425339367,0.752962962962963,-0.08629629629629632,132,20,13,7,0.65,0.15151515151515152,0.43285427668523635,71.0,73.3,81.75,1,0,779.2974465,35.0,1466.0,1501.0,-166.0,-201.0,-0.11323328785811733,-0.13391072618254496,-10.05,-1.5227272727272727,0.7505,-0.10049999999999992,44,2,2,0,1.0,0.045454545454545456,0.3423802275066531,79.5,79.5,79.75,0,0,599.635638,4.0,159.0,163.0,41.0,37.0,0.2578616352201258,0.22699386503067484,18.5,0.8409090909090909,0.815,0.18500000000000005,45,5,3,2,0.6,0.1111111111111111,0.23072428127601285,69.0,72.0,72.0,0,0,599.92687,9.0,360.0,369.0,-60.0,-69.0,-0.16666666666666666,-0.18699186991869918,-13.8,-1.5333333333333334,0.7379999999999999,-0.1379999999999999,False,False,False
v21,book_margin__rv15_over_rv60_le_0p8,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv60<=0.8,1,221,115,81,34,0.7043478260869566,0.5203619909502263,0.6154327036904665,67.0,70.61739130434782,76.0,1,0,659.289308,216.0,8121.0,8337.0,-21.0,-237.0,-0.0025858884373845584,-0.028427491903562432,-2.0608695652173914,-1.0723981900452488,0.7249565217391306,-0.020608695652174047,132,65,41,24,0.6307692307692307,0.49242424242424243,0.5092381736255003,67.0,69.98461538461538,75.0,1,0,659.289308,124.0,4549.0,4673.0,-449.0,-573.0,-0.09870301165091229,-0.12261930237534774,-8.815384615384616,-4.340909090909091,0.718923076923077,-0.08815384615384625,44,21,17,4,0.8095238095238095,0.4772727272727273,0.5999943530979507,65.0,66.66666666666667,67.0,0,0,719.376381,42.0,1400.0,1442.0,300.0,258.0,0.21428571428571427,0.17891816920943135,12.285714285714286,5.863636363636363,0.6866666666666666,0.12285714285714289,45,29,23,6,0.7931034482758621,0.6444444444444445,0.616099095961321,71.0,74.89655172413794,83.0,0,0,599.866487,50.0,2172.0,2222.0,128.0,78.0,0.058931860036832415,0.0351035103510351,2.689655172413793,1.7333333333333334,0.7662068965517242,0.02689655172413785,False,False,True
v21,book_margin__rv15_over_rv60_le_1,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv60<=1,1,221,171,120,51,0.7017543859649122,0.7737556561085973,0.6293650606096,66.0,68.64912280701755,72.0,1,0,779.214524,326.0,11739.0,12065.0,261.0,-65.0,0.022233580373115257,-0.005387484459179445,-0.38011695906432746,-0.29411764705882354,0.7055555555555556,-0.0038011695906433607,132,95,61,34,0.6421052631578947,0.7196969696969697,0.5419151425091454,66.0,67.8,71.5,1,0,779.458061,186.0,6441.0,6627.0,-341.0,-527.0,-0.05294208973761838,-0.0795231628187717,-5.5473684210526315,-3.992424242424242,0.697578947368421,-0.05547368421052623,44,38,29,9,0.7631578947368421,0.8636363636363636,0.6079318763676019,65.0,69.3157894736842,73.5,0,0,749.501664,70.0,2634.0,2704.0,266.0,196.0,0.10098709187547457,0.07248520710059171,5.157894736842105,4.454545454545454,0.711578947368421,0.05157894736842117,45,38,30,8,0.7894736842105263,0.8444444444444444,0.636542205246726,67.0,70.10526315789474,75.0,0,0,749.4167285000001,70.0,2664.0,2734.0,336.0,266.0,0.12612612612612611,0.09729334308705194,7.0,5.911111111111111,0.7194736842105263,0.07000000000000006,False,False,True
v21,book_margin__rv15_over_rv60_ge_1,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv60>=1,1,221,132,98,34,0.7424242424242424,0.5972850678733032,0.661712096021106,68.0,71.1969696969697,75.25,4,0,779.134503,247.0,9398.0,9645.0,402.0,155.0,0.04277505852309002,0.01607050285121825,1.1742424242424243,0.7013574660633484,0.7306818181818183,0.01174242424242411,132,83,62,21,0.7469879518072289,0.6287878787878788,0.643977037833542,70.0,71.62650602409639,75.0,3,0,779.351787,155.0,5945.0,6100.0,255.0,100.0,0.04289318755256518,0.01639344262295082,1.2048192771084338,0.7575757575757576,0.7349397590361446,0.012048192771084265,44,30,22,8,0.7333333333333333,0.6818181818181818,0.555520383048111,66.0,70.23333333333333,75.5,1,0,719.1241124999999,56.0,2107.0,2163.0,93.0,37.0,0.04413858566682487,0.017105871474803514,1.2333333333333334,0.8409090909090909,0.721,0.012333333333333307,45,19,14,5,0.7368421052631579,0.4222222222222222,0.5120844910218489,68.0,70.84210526315789,75.0,0,0,779.190224,36.0,1346.0,1382.0,54.0,18.0,0.04011887072808321,0.013024602026049204,0.9473684210526315,0.4,0.7273684210526316,0.0094736842105263,False,True,True
v21,book_margin__rv15_over_rv60_ge_1p2,choose=book_p_side; book_p_side>=0.6; fee_edge>=-100c; ask<=95; sec>=120; margin_rv15>=0; rv15_over_rv60>=1.2,1,221,66,51,15,0.7727272727272727,0.2986425339366516,0.6583054463536169,70.5,74.27272727272727,81.0,3,0,719.806971,117.0,4902.0,5019.0,198.0,81.0,0.04039167686658507,0.016138673042438732,1.2272727272727273,0.3665158371040724,0.7604545454545455,0.012272727272727213,132,44,36,8,0.8181818181818182,0.3333333333333333,0.6803944911281532,70.0,74.43181818181819,83.0,3,0,719.930711,77.0,3275.0,3352.0,325.0,248.0,0.09923664122137404,0.07398568019093078,5.636363636363637,1.878787878787879,0.7618181818181818,0.056363636363636394,44,10,5,5,0.5,0.22727272727272727,0.236593090512564,70.5,72.9,77.75,0,0,689.485455,19.0,729.0,748.0,-229.0,-248.0,-0.31412894375857336,-0.3315508021390374,-24.8,-5.636363636363637,0.748,-0.248,45,12,10,2,0.8333333333333334,0.26666666666666666,0.5519691377470266,72.5,74.83333333333333,82.5,0,0,689.7803355,21.0,898.0,919.0,102.0,81.0,0.11358574610244988,0.088139281828074,6.75,1.8,0.7658333333333333,0.06750000000000012,False,False,False
