policy,label,current_all_net_pnl_cents,v21_all_net_pnl_cents,combined_all_net_pnl_cents,combined_oos_net_pnl_cents,min_split_coverage,current_all_accuracy,v21_all_accuracy,current_touch_preempts,v21_touch_preempts,all_splits_positive,oos_positive,min_positive_block_rate,worst_block_net_cents,strict_pass
touch_preempt_book1_touch0.5_ask55_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.5, touch_ask<=55, age<=300s",850.0,463.0,1313.0,548.0,0.9777777777777777,0.7003154574132492,0.7123287671232876,7,2,False,False,0.5925925925925926,-330.0,False
touch_preempt_book0.65_touch0.45_ask55_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.45, touch_ask<=55, age<=600s",97.0,418.0,515.0,464.0,0.9777777777777777,0.668769716088328,0.7077625570776256,33,9,False,False,0.5555555555555556,-425.0,False
touch_preempt_book0.65_touch0.45_ask55_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.45, touch_ask<=55, age<=180s",525.0,378.0,903.0,424.0,0.9777777777777777,0.6845425867507886,0.7077625570776256,26,5,False,False,0.6296296296296297,-270.0,False
touch_preempt_book0.8_touch0.45_ask55_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.8, touch>= 0.45, touch_ask<=55, age<=180s",-82.0,206.0,124.0,359.0,0.9777777777777777,0.6561514195583596,0.6894977168949772,41,17,False,False,0.5185185185185185,-437.0,False
touch_preempt_book1_touch0.45_ask55_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.45, touch_ask<=55, age<=180s",-82.0,206.0,124.0,359.0,0.9777777777777777,0.6561514195583596,0.6894977168949772,41,17,False,False,0.5185185185185185,-437.0,False
touch_preempt_book0.65_touch0.45_ask55_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.45, touch_ask<=55, age<=300s",97.0,308.0,405.0,354.0,0.9777777777777777,0.668769716088328,0.7031963470319634,33,8,False,False,0.5555555555555556,-425.0,False
touch_preempt_book0.7_touch0.45_ask55_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.7, touch>= 0.45, touch_ask<=55, age<=180s",171.0,-9.0,162.0,308.0,0.9777777777777777,0.668769716088328,0.684931506849315,35,12,False,False,0.5185185185185185,-437.0,False
touch_preempt_book0.7_touch0.45_ask55_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.7, touch>= 0.45, touch_ask<=55, age<=600s",-224.0,85.0,-139.0,291.0,0.9777777777777777,0.6529968454258676,0.684931506849315,44,20,False,False,0.5185185185185185,-592.0,False
touch_preempt_book0.65_touch0.5_ask60_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.5, touch_ask<=60, age<=180s",521.0,147.0,668.0,245.0,0.9777777777777777,0.6908517350157729,0.6986301369863014,12,3,False,False,0.5555555555555556,-330.0,False
touch_preempt_book0.65_touch0.5_ask70_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.5, touch_ask<=70, age<=180s",521.0,147.0,668.0,245.0,0.9777777777777777,0.6908517350157729,0.6986301369863014,12,3,False,False,0.5555555555555556,-330.0,False
touch_preempt_book0.8_touch0.45_ask55_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.8, touch>= 0.45, touch_ask<=55, age<=600s",-629.0,421.0,-208.0,190.0,0.9777777777777777,0.6340694006309149,0.6940639269406392,52,26,False,False,0.5185185185185185,-592.0,False
touch_preempt_book0.7_touch0.45_ask55_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.7, touch>= 0.45, touch_ask<=55, age<=300s",-224.0,-25.0,-249.0,181.0,0.9777777777777777,0.6529968454258676,0.680365296803653,44,19,False,False,0.5185185185185185,-592.0,False
touch_preempt_book0.65_touch0.5_ask60_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.5, touch_ask<=60, age<=600s",249.0,264.0,513.0,160.0,0.9777777777777777,0.6813880126182965,0.7031963470319634,15,6,False,False,0.5555555555555556,-319.0,False
touch_preempt_book0.65_touch0.5_ask70_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.5, touch_ask<=70, age<=600s",249.0,264.0,513.0,160.0,0.9777777777777777,0.6813880126182965,0.7031963470319634,15,6,False,False,0.5555555555555556,-319.0,False
touch_preempt_book1_touch0.45_ask55_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.45, touch_ask<=55, age<=600s",-629.0,276.0,-353.0,116.0,0.9777777777777777,0.6340694006309149,0.684931506849315,52,28,False,False,0.48148148148148145,-592.0,False
touch_preempt_book0.8_touch0.45_ask55_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.8, touch>= 0.45, touch_ask<=55, age<=300s",-629.0,190.0,-439.0,80.0,0.9777777777777777,0.6340694006309149,0.684931506849315,52,24,False,False,0.5185185185185185,-592.0,False
touch_preempt_book0.65_touch0.45_ask60_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.45, touch_ask<=60, age<=180s",178.0,222.0,400.0,74.0,0.9777777777777777,0.6719242902208202,0.6986301369863014,40,11,False,False,0.6296296296296297,-360.0,False
touch_preempt_book0.65_touch0.45_ask70_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.45, touch_ask<=70, age<=180s",79.0,222.0,301.0,74.0,0.9777777777777777,0.668769716088328,0.6986301369863014,43,11,False,False,0.6666666666666666,-360.0,False
touch_preempt_book0.65_touch0.5_ask60_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.5, touch_ask<=60, age<=300s",337.0,154.0,491.0,50.0,0.9777777777777777,0.6845425867507886,0.6986301369863014,14,5,False,False,0.5555555555555556,-429.0,False
touch_preempt_book0.65_touch0.5_ask70_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.5, touch_ask<=70, age<=300s",337.0,154.0,491.0,50.0,0.9777777777777777,0.6845425867507886,0.6986301369863014,14,5,False,False,0.5555555555555556,-429.0,False
touch_preempt_book1_touch0.45_ask55_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.45, touch_ask<=55, age<=300s",-629.0,116.0,-513.0,6.0,0.9777777777777777,0.6340694006309149,0.680365296803653,52,25,False,False,0.48148148148148145,-592.0,False
touch_preempt_book0.7_touch0.5_ask60_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.7, touch>= 0.5, touch_ask<=60, age<=180s",436.0,-19.0,417.0,-27.0,0.9777777777777777,0.6876971608832808,0.6894977168949772,13,7,False,False,0.5185185185185185,-330.0,False
touch_preempt_book0.7_touch0.5_ask70_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.7, touch>= 0.5, touch_ask<=70, age<=180s",436.0,-19.0,417.0,-27.0,0.9777777777777777,0.6876971608832808,0.6894977168949772,13,7,False,False,0.5185185185185185,-330.0,False
touch_preempt_book0.8_touch0.5_ask60_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.8, touch>= 0.5, touch_ask<=60, age<=180s",468.0,26.0,494.0,-111.0,0.9777777777777777,0.6876971608832808,0.6894977168949772,15,9,False,False,0.5185185185185185,-340.0,False
touch_preempt_book0.8_touch0.5_ask70_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.8, touch>= 0.5, touch_ask<=70, age<=180s",468.0,26.0,494.0,-111.0,0.9777777777777777,0.6876971608832808,0.6894977168949772,15,9,False,False,0.5185185185185185,-340.0,False
touch_preempt_book1_touch0.5_ask60_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.5, touch_ask<=60, age<=180s",468.0,26.0,494.0,-111.0,0.9777777777777777,0.6876971608832808,0.6894977168949772,15,9,False,False,0.5185185185185185,-340.0,False
touch_preempt_book1_touch0.5_ask70_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.5, touch_ask<=70, age<=180s",468.0,26.0,494.0,-111.0,0.9777777777777777,0.6876971608832808,0.6894977168949772,15,9,False,False,0.5185185185185185,-340.0,False
touch_preempt_book0.7_touch0.5_ask60_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.7, touch>= 0.5, touch_ask<=60, age<=600s",-17.0,98.0,81.0,-206.0,0.9777777777777777,0.6719242902208202,0.6940639269406392,18,10,False,False,0.5185185185185185,-361.0,False
touch_preempt_book0.7_touch0.5_ask70_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.7, touch>= 0.5, touch_ask<=70, age<=600s",-17.0,98.0,81.0,-206.0,0.9777777777777777,0.6719242902208202,0.6940639269406392,18,10,False,False,0.5185185185185185,-361.0,False
touch_preempt_book0.65_touch0.45_ask70_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.45, touch_ask<=70, age<=600s",-346.0,162.0,-184.0,-282.0,0.9777777777777777,0.6529968454258676,0.6940639269406392,52,16,False,False,0.5925925925925926,-426.0,False
touch_preempt_book0.65_touch0.45_ask60_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.45, touch_ask<=60, age<=300s",-351.0,162.0,-189.0,-282.0,0.9777777777777777,0.6529968454258676,0.6940639269406392,48,16,False,False,0.5925925925925926,-426.0,False
touch_preempt_book0.65_touch0.45_ask60_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.45, touch_ask<=60, age<=600s",-445.0,162.0,-283.0,-282.0,0.9777777777777777,0.6498422712933754,0.6940639269406392,49,16,False,False,0.5925925925925926,-426.0,False
touch_preempt_book0.65_touch0.45_ask70_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.45, touch_ask<=70, age<=300s",-450.0,162.0,-288.0,-282.0,0.9777777777777777,0.6498422712933754,0.6940639269406392,51,16,False,False,0.5925925925925926,-426.0,False
touch_preempt_book0.65_touch0.35_ask55_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.35, touch_ask<=55, age<=180s",49.0,60.0,109.0,-310.0,0.9777777777777777,0.6498422712933754,0.680365296803653,75,29,False,False,0.5925925925925926,-324.0,False
touch_preempt_book0.65_touch0.4_ask55_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.4, touch_ask<=55, age<=180s",49.0,60.0,109.0,-310.0,0.9777777777777777,0.6498422712933754,0.680365296803653,75,29,False,False,0.5925925925925926,-324.0,False
touch_preempt_book0.7_touch0.5_ask60_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.7, touch>= 0.5, touch_ask<=60, age<=300s",158.0,-12.0,146.0,-316.0,0.9777777777777777,0.6782334384858044,0.6894977168949772,16,9,False,False,0.5185185185185185,-429.0,False
touch_preempt_book0.7_touch0.5_ask70_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.7, touch>= 0.5, touch_ask<=70, age<=300s",158.0,-12.0,146.0,-316.0,0.9777777777777777,0.6782334384858044,0.6894977168949772,16,9,False,False,0.5185185185185185,-429.0,False
touch_preempt_book0.8_touch0.5_ask60_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.8, touch>= 0.5, touch_ask<=60, age<=600s",-59.0,376.0,317.0,-364.0,0.9777777777777777,0.668769716088328,0.7031963470319634,21,14,False,False,0.5555555555555556,-361.0,False
touch_preempt_book0.8_touch0.5_ask70_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.8, touch>= 0.5, touch_ask<=70, age<=600s",-59.0,376.0,317.0,-364.0,0.9777777777777777,0.668769716088328,0.7031963470319634,21,14,False,False,0.5555555555555556,-361.0,False
touch_preempt_book0.65_touch0.35_ask55_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.35, touch_ask<=55, age<=300s",181.0,106.0,287.0,-375.0,0.9777777777777777,0.6529968454258676,0.680365296803653,78,33,False,False,0.6296296296296297,-377.0,False
touch_preempt_book0.65_touch0.4_ask55_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.4, touch_ask<=55, age<=300s",181.0,106.0,287.0,-375.0,0.9777777777777777,0.6529968454258676,0.680365296803653,78,33,False,False,0.6296296296296297,-377.0,False
touch_preempt_book0.7_touch0.45_ask60_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.7, touch>= 0.45, touch_ask<=60, age<=180s",-334.0,-577.0,-911.0,-403.0,0.9777777777777777,0.6498422712933754,0.6529680365296804,53,27,False,False,0.4074074074074074,-527.0,False
touch_preempt_book0.7_touch0.45_ask70_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.7, touch>= 0.45, touch_ask<=70, age<=180s",-526.0,-577.0,-1103.0,-403.0,0.9777777777777777,0.6435331230283912,0.6529680365296804,57,27,False,False,0.37037037037037035,-527.0,False
touch_preempt_book0.8_touch0.45_ask60_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.8, touch>= 0.45, touch_ask<=60, age<=180s",-756.0,-419.0,-1175.0,-406.0,0.9777777777777777,0.6309148264984227,0.6529680365296804,61,35,False,False,0.4074074074074074,-527.0,False
touch_preempt_book1_touch0.45_ask60_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.45, touch_ask<=60, age<=180s",-756.0,-565.0,-1321.0,-406.0,0.9777777777777777,0.6309148264984227,0.6438356164383562,61,37,False,False,0.37037037037037035,-527.0,False
touch_preempt_book0.8_touch0.45_ask70_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.8, touch>= 0.45, touch_ask<=70, age<=180s",-948.0,-419.0,-1367.0,-406.0,0.9777777777777777,0.6246056782334385,0.6529680365296804,65,35,False,False,0.37037037037037035,-527.0,False
touch_preempt_book1_touch0.45_ask70_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.45, touch_ask<=70, age<=180s",-948.0,-565.0,-1513.0,-406.0,0.9777777777777777,0.6246056782334385,0.6438356164383562,65,37,False,False,0.3333333333333333,-527.0,False
touch_preempt_book1_touch0.5_ask60_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.5, touch_ask<=60, age<=600s",-59.0,234.0,175.0,-429.0,0.9777777777777777,0.668769716088328,0.6940639269406392,21,16,False,False,0.5555555555555556,-361.0,False
touch_preempt_book1_touch0.5_ask70_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.5, touch_ask<=70, age<=600s",-59.0,234.0,175.0,-429.0,0.9777777777777777,0.668769716088328,0.6940639269406392,21,16,False,False,0.5555555555555556,-361.0,False
touch_preempt_book0.65_touch0.35_ask55_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.35, touch_ask<=55, age<=600s",181.0,16.0,197.0,-465.0,0.9777777777777777,0.6529968454258676,0.6757990867579908,78,34,False,False,0.6296296296296297,-377.0,False
touch_preempt_book0.65_touch0.4_ask55_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.4, touch_ask<=55, age<=600s",181.0,16.0,197.0,-465.0,0.9777777777777777,0.6529968454258676,0.6757990867579908,78,34,False,False,0.6296296296296297,-377.0,False
touch_preempt_book0.8_touch0.5_ask60_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.8, touch>= 0.5, touch_ask<=60, age<=300s",116.0,266.0,382.0,-474.0,0.9777777777777777,0.6750788643533123,0.6986301369863014,19,13,False,False,0.5555555555555556,-429.0,False
touch_preempt_book0.8_touch0.5_ask70_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.8, touch>= 0.5, touch_ask<=70, age<=300s",116.0,266.0,382.0,-474.0,0.9777777777777777,0.6750788643533123,0.6986301369863014,19,13,False,False,0.5555555555555556,-429.0,False
touch_preempt_book1_touch0.5_ask60_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.5, touch_ask<=60, age<=300s",116.0,266.0,382.0,-474.0,0.9777777777777777,0.6750788643533123,0.6986301369863014,19,13,False,False,0.5555555555555556,-429.0,False
touch_preempt_book1_touch0.5_ask70_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=1, touch>= 0.5, touch_ask<=70, age<=300s",116.0,266.0,382.0,-474.0,0.9777777777777777,0.6750788643533123,0.6986301369863014,19,13,False,False,0.5555555555555556,-429.0,False
touch_preempt_book0.65_touch0.35_ask60_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.35, touch_ask<=60, age<=180s",-47.0,-298.0,-345.0,-580.0,0.9777777777777777,0.6466876971608833,0.6621004566210046,82,35,False,False,0.5185185185185185,-292.0,False
touch_preempt_book0.65_touch0.35_ask70_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.35, touch_ask<=70, age<=180s",-47.0,-298.0,-345.0,-580.0,0.9777777777777777,0.6466876971608833,0.6621004566210046,82,35,False,False,0.5185185185185185,-292.0,False
touch_preempt_book0.65_touch0.4_ask60_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.4, touch_ask<=60, age<=180s",-47.0,-298.0,-345.0,-580.0,0.9777777777777777,0.6466876971608833,0.6621004566210046,82,35,False,False,0.5185185185185185,-292.0,False
touch_preempt_book0.65_touch0.4_ask70_age180,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.4, touch_ask<=70, age<=180s",-47.0,-298.0,-345.0,-580.0,0.9777777777777777,0.6466876971608833,0.6621004566210046,82,35,False,False,0.5185185185185185,-292.0,False
touch_preempt_book0.65_touch0.35_ask60_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.35, touch_ask<=60, age<=300s",-22.0,-260.0,-282.0,-653.0,0.9777777777777777,0.6466876971608833,0.6621004566210046,84,39,False,False,0.5925925925925926,-377.0,False
touch_preempt_book0.65_touch0.35_ask60_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.35, touch_ask<=60, age<=600s",-22.0,-260.0,-282.0,-653.0,0.9777777777777777,0.6466876971608833,0.6621004566210046,84,39,False,False,0.5925925925925926,-377.0,False
touch_preempt_book0.65_touch0.35_ask70_age300,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.35, touch_ask<=70, age<=300s",-22.0,-260.0,-282.0,-653.0,0.9777777777777777,0.6466876971608833,0.6621004566210046,84,39,False,False,0.5925925925925926,-377.0,False
touch_preempt_book0.65_touch0.35_ask70_age600,"choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; preempt earlier opposite touch if book<=0.65, touch>= 0.35, touch_ask<=70, age<=600s",-22.0,-260.0,-282.0,-653.0,0.9777777777777777,0.6466876971608833,0.6621004566210046,84,39,False,False,0.5925925925925926,-377.0,False
