abs_d_sigma,actionable,ask_cents,ask_prob,book_age_ms,btc_age_ms,edge_cents,eff_edge_prob,eligible_depth,estimated_entry_fee_cents,feature_count,fv,gross_cents,h6_recross_hazard_high,hold_gross_cents,is_first_market_observation,is_first_market_side_observation,lambda_plus,market,market_observation_index,market_side_observation_index,net_gross_cents_after_entry_fee,outlier_count,outlier_share,p_eff,p_side,policy,raw_edge_cents,reason,recross_hazard_score,result,seconds_to_close,side,side_won,sigma_t_dollars,source,spectral_tag,status,top_eigenvalue,top_over_mp_edge,ts_wall,v28_minus_ask_prob,window_n
0.323816,True,67.0,0.67,1000.0,31.0,-7.401095,0.0,10.0,4.0,11,book_ask_prior,66,True,66,False,False,2.1865937744230046,KXBTC15M-26MAY060100-00,7,3,62.0,3,0.9126988123338502,0.67,0.635989,book_ask_prior_p58_edge0,-5.401095,p_below_floor,0.7120767021942649,no,824.149,no,True,102.86714,rejected_actionable,spectral_dominant_factor,finalized,25.37244273336207,11.603638055750578,2026-05-06T04:46:15.852836+00:00,-0.03401100000000001,48
0.200309,True,58.0,0.58,32.0,141.0,-4.874654,0.0,1138.52,4.0,11,book_ask_prior,84,True,84,False,False,2.1865937744230046,KXBTC15M-26MAY060115-15,13,6,80.0,3,0.8759673022238368,0.58,0.571253,book_ask_prior_p58_edge0,-2.874654,p_below_floor,0.7746980266849433,no,764.587,no,True,102.691227,rejected_actionable,spectral_dominant_factor,finalized,19.66152557030059,8.991851070045621,2026-05-06T05:02:15.414467+00:00,-0.00874699999999995,48
0.197292,True,58.0,0.58,0.0,953.0,-4.727874,0.0,125.77,4.0,11,book_ask_prior,84,True,84,False,True,2.1865937744230046,KXBTC15M-26MAY060130-30,1,0,80.0,3,0.7127586577774511,0.58,0.572721,book_ask_prior_p58_edge0,-2.727874,p_below_floor,0.8778400688723954,no,869.755,no,True,108.772977,rejected_actionable,spectral_dominant_factor,finalized,4.055978389636434,1.8549299998380906,2026-05-06T05:15:30.245631+00:00,-0.007278999999999924,48
0.158825,True,59.0,0.59,32.0,407.0,-7.11764,0.0,216.25,4.0,11,book_ask_prior,82,True,82,False,False,2.1865937744230046,KXBTC15M-26MAY060145-45,7,3,78.0,3,0.8000370728299525,0.59,0.558824,book_ask_prior_p58_edge0,-5.11764,p_below_floor,0.784389132390287,no,809.204,no,True,96.961792,rejected_actionable,spectral_dominant_factor,finalized,7.203144152034776,3.2942306139765405,2026-05-06T05:31:30.798137+00:00,-0.03117599999999998,48
0.198511,True,60.0,0.6,0.0,125.0,-4.341573,0.0,570.0,4.0,11,book_ask_prior,80,True,80,True,True,2.1865937744230046,KXBTC15M-26MAY060200-00,0,0,76.0,3,0.889123466502437,0.6,0.596584,book_ask_prior_p58_edge0,-2.341573,p_below_floor,0.8261338788577886,yes,869.375,yes,True,102.513331,rejected_actionable,spectral_dominant_factor,finalized,21.892088176867155,10.011959437982032,2026-05-06T05:45:30.625491+00:00,-0.0034159999999999746,48
0.353478,True,62.0,0.62,31.0,531.0,-1.94265,0.0,658.66,4.0,11,book_ask_prior,-124,True,-124,False,False,2.1865937744230046,KXBTC15M-26MAY060215-15,2,1,-128.0,4,0.9133466055677214,0.62,0.640573,book_ask_prior_p58_edge0,0.05735,p_below_floor,0.6836815702625788,no,864.648,yes,False,99.327385,rejected_actionable,spectral_dominant_factor,finalized,9.796617782255925,4.48030992169135,2026-05-06T06:00:35.353473+00:00,0.020572999999999952,48
0.193418,True,58.0,0.58,47.0,422.0,-4.818619,0.0,969.8,4.0,11,book_ask_prior,-116,True,-116,False,False,2.1865937744230046,KXBTC15M-26MAY060230-30,5,2,-120.0,2,0.7038453216048074,0.58,0.571814,book_ask_prior_p58_edge0,-2.818619,p_below_floor,0.7557164068492872,yes,844.458,no,False,94.665438,rejected_actionable,spectral_dominant_factor,finalized,5.64024721647412,2.5794673351992237,2026-05-06T06:15:55.545275+00:00,-0.008185999999999916,48
0.346255,True,65.0,0.65,0.0,46.0,-2.91706,0.0,63.0,4.0,11,book_ask_prior,-130,True,-130,False,True,2.1865937744230046,KXBTC15M-26MAY060245-45,1,0,-134.0,3,0.9021659636350425,0.65,0.660829,book_ask_prior_p58_edge0,-0.91706,p_below_floor,0.6637197089991075,yes,868.74,no,False,95.507548,rejected_actionable,spectral_dominant_factor,finalized,39.18001548757424,17.918287313295313,2026-05-06T06:30:31.260794+00:00,0.010828999999999978,48
0.396112,True,64.0,0.64,0.0,62.0,-1.885877,0.0,2149.18,4.0,11,book_ask_prior,72,True,72,True,True,2.1865937744230046,KXBTC15M-26MAY060300-00,0,0,68.0,4,0.9761336162947843,0.64,0.661141,book_ask_prior_p58_edge0,0.114123,p_below_floor,0.6202945450205513,yes,869.393,yes,True,93.786516,rejected_actionable,spectral_dominant_factor,finalized,66.14318316867846,30.24941529714738,2026-05-06T06:45:30.608279+00:00,0.021140999999999965,48
0.285702,True,61.0,0.61,16.0,172.0,-3.336029,0.0,510.9,4.0,11,book_ask_prior,78,True,78,False,False,2.1865937744230046,KXBTC15M-26MAY060315-15,10,5,74.0,4,0.9531081472609809,0.61,0.61664,book_ask_prior_p58_edge0,-1.336029,p_below_floor,0.5956041645925411,yes,784.729,yes,True,84.878546,rejected_actionable,spectral_dominant_factor,finalized,23.542099231423933,10.766562818755025,2026-05-06T07:01:55.271715+00:00,0.006639999999999979,48
0.366781,True,62.0,0.62,1000.0,78.0,0.482013,0.0,42.0,4.0,11,book_ask_prior,-124,True,-124,False,False,2.1865937744230046,KXBTC15M-26MAY060330-30,3,1,-128.0,3,0.8697034975101309,0.62,0.66482,book_ask_prior_p58_edge0,2.482013,p_below_floor,0.6222202009211962,yes,864.151,no,False,91.635026,rejected_actionable,spectral_dominant_factor,finalized,15.983578062406158,7.30980680973716,2026-05-06T07:15:35.850905+00:00,0.04481999999999997,48
0.064212,True,63.0,0.63,0.0,312.0,-18.510544,0.0,690.07,4.0,11,book_ask_prior,74,True,74,False,True,2.1865937744230046,KXBTC15M-26MAY060345-45,1,0,70.0,2,0.5939170338768563,0.63,0.484895,book_ask_prior_p58_edge0,-16.510544,p_below_floor,0.9112189011273799,no,868.842,no,True,98.891847,rejected_actionable,spectral_dominant_factor,finalized,5.472339799010753,2.5026778467137945,2026-05-06T07:30:31.160035+00:00,-0.14510499999999998,48
0.04845,True,64.0,0.64,78.0,0.0,-14.095961,0.0,94.11,4.0,11,book_ask_prior,-128,True,-128,True,True,2.1865937744230046,KXBTC15M-26MAY060400-00,0,0,-132.0,4,0.9875158367191675,0.64,0.53904,book_ask_prior_p58_edge0,-12.095961,p_below_floor,0.8947492172911345,no,815.575,yes,False,98.657975,rejected_actionable,spectral_dominant_factor,finalized,317.2829396465848,145.10374234021086,2026-05-06T07:46:24.425113+00:00,-0.10096000000000005,48
0.048307,True,61.0,0.61,829.0,15.0,-14.374271,0.0,1244.01,4.0,11,book_ask_prior,-122,True,-122,False,True,2.1865937744230046,KXBTC15M-26MAY060415-15,1,0,-126.0,5,0.9630419575119665,0.61,0.506257,book_ask_prior_p58_edge0,-12.374271,p_below_floor,0.9196448882012608,yes,824.903,no,False,100.813673,rejected_actionable,spectral_dominant_factor,finalized,49.168857246155575,22.486507471709135,2026-05-06T08:01:15.099383+00:00,-0.10374300000000003,48
0.235733,True,68.0,0.68,797.0,0.0,-9.866481,0.0,44.2,4.0,11,book_ask_prior,-136,True,-136,False,True,2.1865937744230046,KXBTC15M-26MAY060430-30,1,0,-140.0,3,0.7840157035526096,0.68,0.621335,book_ask_prior_p58_edge0,-7.866481,p_below_floor,0.6835674134526197,yes,756.384,no,False,94.386304,rejected_actionable,spectral_dominant_factor,finalized,7.792577427538175,3.5637975003356397,2026-05-06T08:17:23.618790+00:00,-0.05866500000000008,48
0.322198,True,58.0,0.58,78.0,0.0,-25.637394,0.0,102.0,4.0,11,book_ask_prior,84,True,84,True,True,2.1865937744230046,KXBTC15M-26MAY060445-45,0,0,80.0,3,0.8221382087463057,0.58,0.363626,book_ask_prior_p58_edge0,-23.637394,p_below_floor,0.6665690270808117,yes,864.716,yes,True,93.855224,rejected_actionable,spectral_dominant_factor,finalized,9.561944258127669,4.372986134862138,2026-05-06T08:30:35.284901+00:00,-0.21637399999999996,48
0.377919,True,61.0,0.61,875.0,16.0,2.413631,0.0,133.0,4.0,11,book_ask_prior,-122,True,-122,False,True,2.1865937744230046,KXBTC15M-26MAY060500-00,1,0,-126.0,4,0.9039894765930785,0.61,0.674136,book_ask_prior_p58_edge0,4.413631,p_below_floor,0.6203177051235377,yes,783.254,no,False,97.031391,rejected_actionable,spectral_dominant_factor,finalized,5.608223196971835,2.5648217161195044,2026-05-06T08:46:56.748188+00:00,0.06413599999999997,48
0.1415,True,60.0,0.6,656.0,0.0,-17.251221,0.0,358.11,4.0,11,book_ask_prior,80,True,80,False,True,2.1865937744230046,KXBTC15M-26MAY060515-15,1,0,76.0,4,0.9401839677220867,0.6,0.467488,book_ask_prior_p58_edge0,-15.251221,p_below_floor,0.9586252411430818,no,825.119,no,True,115.335895,rejected_actionable,spectral_dominant_factor,finalized,31.95707716755571,14.615004186586281,2026-05-06T09:01:14.883023+00:00,-0.13251199999999996,48
0.213574,True,60.0,0.6,188.0,47.0,-5.558127,0.0,231.99,4.0,11,book_ask_prior,-120,True,-120,False,False,2.1865937744230046,KXBTC15M-26MAY060530-30,2,1,-124.0,4,0.956361919503232,0.6,0.584419,book_ask_prior_p58_edge0,-3.558127,p_below_floor,0.7875887408466055,no,746.301,yes,False,107.082315,rejected_actionable,spectral_dominant_factor,finalized,32.741641652609296,14.973810881378329,2026-05-06T09:17:33.698897+00:00,-0.015580999999999956,48
0.323422,True,58.0,0.58,812.0,0.0,-24.664224,0.0,665.92,4.0,11,book_ask_prior,84,True,84,True,True,2.1865937744230046,KXBTC15M-26MAY060545-45,0,0,80.0,3,0.9582205345796514,0.58,0.373358,book_ask_prior_p58_edge0,-22.664224,p_below_floor,0.6890532658346525,yes,807.56,yes,True,100.518741,rejected_actionable,spectral_dominant_factor,finalized,98.09910590930153,44.86389152698827,2026-05-06T09:31:32.440092+00:00,-0.20664199999999994,48
0.672314,True,75.0,0.75,0.0,219.0,0.735659,0.0,38.0,3.0,11,book_ask_prior,50,True,50,False,True,2.1865937744230046,KXBTC15M-26MAY060600-00,1,0,47.0,3,0.946002735608495,0.75,0.792357,book_ask_prior_p58_edge0,2.735659,p_below_floor,0.5522738981680996,no,868.886,no,True,110.097291,rejected_actionable,spectral_dominant_factor,finalized,66.82894420937401,30.563035983676823,2026-05-06T09:45:31.115998+00:00,0.04235699999999998,48
0.222437,True,59.0,0.59,0.0,360.0,-5.144632,0.0,5.0,4.0,11,book_ask_prior,82,True,82,False,False,2.1865937744230046,KXBTC15M-26MAY060615-15,6,3,78.0,3,0.8882276062212339,0.59,0.578554,book_ask_prior_p58_edge0,-3.144632,p_below_floor,0.8766781196102245,yes,809.121,yes,True,115.493581,rejected_actionable,spectral_dominant_factor,finalized,10.998341562913655,5.029897044235335,2026-05-06T10:01:30.879760+00:00,-0.011445999999999956,48
0.393798,True,66.0,0.66,0.0,109.0,-2.465572,0.0,55.0,4.0,11,book_ask_prior,-132,True,-132,False,True,2.1865937744230046,KXBTC15M-26MAY060630-30,1,0,-136.0,2,0.9531821155432609,0.66,0.675344,book_ask_prior_p58_edge0,-0.465572,p_below_floor,0.76204257128047,yes,868.927,no,False,114.982869,rejected_actionable,spectral_dominant_factor,finalized,83.78242824012844,38.31641213843519,2026-05-06T10:15:31.073594+00:00,0.015344000000000024,48
0.277816,True,59.0,0.59,0.0,375.0,-3.136113,0.0,2124.34,4.0,11,book_ask_prior,82,True,82,True,True,2.1865937744230046,KXBTC15M-26MAY060645-45,0,0,78.0,3,0.9234279191045449,0.59,0.598639,book_ask_prior_p58_edge0,-1.136113,p_below_floor,0.8561084949438205,yes,884.203,yes,True,114.032337,rejected_actionable,spectral_dominant_factor,finalized,26.615308810423024,12.172040880088133,2026-05-06T10:30:15.796592+00:00,0.008639000000000063,48
0.345213,True,67.0,0.67,0.0,63.0,-5.585491,0.0,99.0,4.0,11,book_ask_prior,-134,True,-134,False,True,2.1865937744230046,KXBTC15M-26MAY060700-00,1,0,-138.0,4,0.9216788258064227,0.67,0.654145,book_ask_prior_p58_edge0,-3.585491,p_below_floor,0.8157242136510713,yes,884.801,no,False,116.189239,rejected_actionable,spectral_dominant_factor,finalized,5.948696632237882,2.720531221583495,2026-05-06T10:45:15.200083+00:00,-0.015855000000000063,48
0.516726,True,65.0,0.65,0.0,860.0,1.67161,0.0,1415.93,4.0,11,book_ask_prior,70,True,70,False,False,2.1865937744230046,KXBTC15M-26MAY060715-15,10,5,66.0,3,0.884039326327866,0.65,0.706716,book_ask_prior_p58_edge0,3.67161,p_below_floor,0.624978235114277,yes,784.528,yes,True,112.22592,rejected_actionable,spectral_dominant_factor,finalized,21.558538843778997,9.859416548219084,2026-05-06T11:01:55.472364+00:00,0.05671599999999999,48
0.508986,True,67.0,0.67,734.0,375.0,-1.308846,0.0,117.81,4.0,11,book_ask_prior,66,True,66,False,False,2.1865937744230046,KXBTC15M-26MAY060730-30,2,1,62.0,4,0.9619503520010614,0.67,0.696912,book_ask_prior_p58_edge0,0.691154,p_below_floor,0.6649975855152402,yes,847.401,yes,True,114.010972,rejected_actionable,spectral_dominant_factor,finalized,34.33436038910886,15.702212633514408,2026-05-06T11:15:52.598939+00:00,0.026911999999999936,48
0.070586,True,61.0,0.61,656.0,15.0,-9.992333,0.0,55.0,4.0,11,book_ask_prior,78,True,78,False,False,2.1865937744230046,KXBTC15M-26MAY060745-45,3,1,74.0,5,0.9837895282233133,0.61,0.550077,book_ask_prior_p58_edge0,-7.992333,p_below_floor,0.970281794912146,no,684.116,no,True,119.428884,rejected_actionable,spectral_dominant_factor,finalized,43.29932793458134,19.802182024417,2026-05-06T11:33:35.885728+00:00,-0.05992299999999995,48
0.173634,True,59.0,0.59,1000.0,281.0,-7.213775,0.0,1703.94,4.0,11,book_ask_prior,-118,True,-118,False,False,2.1865937744230046,KXBTC15M-26MAY060800-00,3,1,-122.0,4,0.941642906389093,0.59,0.557862,book_ask_prior_p58_edge0,-5.213775,p_below_floor,1.147524391105142,yes,864.129,no,False,139.316379,rejected_actionable,spectral_dominant_factor,finalized,30.86041680508669,14.113465960649272,2026-05-06T11:45:35.873035+00:00,-0.032138,48
0.226021,True,59.0,0.59,0.0,203.0,-4.233399,0.0,51.0,4.0,11,book_ask_prior,-118,True,-118,False,False,2.1865937744230046,KXBTC15M-26MAY060815-15,4,2,-122.0,3,0.7934557747719578,0.59,0.587666,book_ask_prior_p58_edge0,-2.233399,p_below_floor,0.9323207540978872,no,844.543,yes,False,120.652242,rejected_actionable,spectral_dominant_factor,finalized,7.049253001863096,3.2238512175052922,2026-05-06T12:00:55.458356+00:00,-0.0023339999999999472,48
0.286154,True,59.0,0.59,0.0,0.0,-2.926991,0.0,28.05,4.0,11,book_ask_prior,-118,True,-118,False,True,2.1865937744230046,KXBTC15M-26MAY060830-30,1,0,-122.0,4,0.9032676033954463,0.59,0.60073,book_ask_prior_p58_edge0,-0.926991,p_below_floor,0.94370017939859,yes,884.233,no,False,126.749728,rejected_actionable,spectral_dominant_factor,finalized,22.137314856902105,10.124109524067254,2026-05-06T12:15:15.769157+00:00,0.010730000000000017,48
0.222624,True,61.0,0.61,110.0,297.0,-4.955677,0.0,69.29,4.0,11,book_ask_prior,78,True,78,False,False,2.1865937744230046,KXBTC15M-26MAY060845-45,5,2,74.0,3,0.9404195809255688,0.61,0.600443,book_ask_prior_p58_edge0,-2.955677,p_below_floor,0.999308021366763,no,829.008,no,True,130.084527,rejected_actionable,spectral_dominant_factor,finalized,35.32841260434574,16.156824837603022,2026-05-06T12:31:10.994511+00:00,-0.009557000000000038,48
0.220177,True,58.0,0.58,47.0,94.0,-3.358759,0.0,2730.59,4.0,11,book_ask_prior,84,True,84,False,False,2.1865937744230046,KXBTC15M-26MAY060900-00,7,3,80.0,2,0.9361940986895585,0.58,0.586412,book_ask_prior_p58_edge0,-1.358759,p_below_floor,0.8863046523434265,no,809.138,no,True,116.496973,rejected_actionable,spectral_dominant_factor,finalized,59.59228841371407,27.253479412031712,2026-05-06T12:46:30.862247+00:00,0.006412000000000084,48
0.431641,True,60.0,0.6,0.0,329.0,3.209897,0.0,1629.17,4.0,11,book_ask_prior,80,True,80,False,True,2.1865937744230046,KXBTC15M-26MAY060915-15,1,0,76.0,3,0.7681278238143089,0.6,0.672099,book_ask_prior_p58_edge0,5.209897,p_below_floor,0.8316367623679325,no,869.636,no,True,130.270321,rejected_actionable,spectral_dominant_factor,finalized,4.472008747102745,2.0451941276942547,2026-05-06T13:00:30.368690+00:00,0.07209900000000002,48
0.244982,True,60.0,0.6,31.0,281.0,-3.562287,0.0,686.08,4.0,11,book_ask_prior,-120,True,-120,False,False,2.1865937744230046,KXBTC15M-26MAY060930-30,2,1,-124.0,3,0.8351600144364757,0.6,0.604377,book_ask_prior_p58_edge0,-1.562287,p_below_floor,1.150583070145743,no,864.34,yes,False,153.113352,rejected_actionable,spectral_dominant_factor,finalized,6.614651333353852,3.0250938289163094,2026-05-06T13:15:35.659762+00:00,0.004377000000000075,48
0.663504,True,59.0,0.59,47.0,63.0,13.831124,0.0,10528.97,4.0,11,book_ask_prior,82,True,82,False,False,2.1865937744230046,KXBTC15M-26MAY060945-45,3,1,78.0,3,0.9150503207069361,0.59,0.768311,book_ask_prior_p58_edge0,15.831124,p_below_floor,0.756622041898897,no,864.376,no,True,149.901169,rejected_actionable,spectral_dominant_factor,finalized,22.603130248465426,10.337141956982801,2026-05-06T13:30:35.631274+00:00,0.178311,48
0.57436,True,60.0,0.6,16.0,32.0,9.410227,0.0,7460.94,4.0,11,book_ask_prior,80,True,80,False,False,2.1865937744230046,KXBTC15M-26MAY061000-00,5,2,76.0,4,0.9615038209656301,0.6,0.734102,book_ask_prior_p58_edge0,11.410227,p_below_floor,0.8167140989174954,no,844.376,no,True,149.749281,rejected_actionable,spectral_dominant_factor,finalized,42.598762325233295,19.48179073018453,2026-05-06T13:45:55.624283+00:00,0.13410200000000005,48
0.472862,True,60.0,0.6,16.0,16.0,4.416282,0.0,856.02,4.0,11,book_ask_prior,80,True,80,False,False,2.1865937744230046,KXBTC15M-26MAY061015-15,3,1,76.0,3,0.8308939420631852,0.6,0.684163,book_ask_prior_p58_edge0,6.416282,p_below_floor,0.9159373512777116,no,864.001,no,True,157.064898,rejected_actionable,spectral_dominant_factor,finalized,10.869589453856964,4.971014543716615,2026-05-06T14:00:36.002451+00:00,0.08416299999999999,48
0.232373,True,61.0,0.61,0.0,344.0,-3.184746,0.0,1541.51,4.0,11,book_ask_prior,78,True,78,True,True,2.1865937744230046,KXBTC15M-26MAY061030-30,0,0,74.0,3,0.9267858945306682,0.61,0.618153,book_ask_prior_p58_edge0,-1.184746,p_below_floor,1.1682803908710917,yes,868.942,yes,True,168.006018,rejected_actionable,spectral_dominant_factor,finalized,38.39982077400292,17.561479056225618,2026-05-06T14:15:31.060926+00:00,0.008152999999999966,48
0.161092,True,58.0,0.58,0.0,109.0,-6.880519,0.0,897.01,4.0,11,book_ask_prior,84,True,84,False,False,2.1865937744230046,KXBTC15M-26MAY061045-45,2,1,80.0,2,0.7798921657611411,0.58,0.551195,book_ask_prior_p58_edge0,-4.880519,p_below_floor,1.24000109204048,yes,848.842,yes,True,168.412802,rejected_actionable,spectral_dominant_factor,finalized,11.026793426215946,5.042909000838842,2026-05-06T14:30:51.159707+00:00,-0.02880499999999997,48
0.597049,True,74.0,0.74,609.0,0.0,-3.462629,0.0,385.76,3.0,11,book_ask_prior,-148,True,-148,True,True,2.1865937744230046,KXBTC15M-26MAY061100-00,0,0,-151.0,4,0.8999992454481611,0.74,0.740374,book_ask_prior_p58_edge0,-1.462629,p_below_floor,0.8095870263237541,no,865.321,yes,False,158.814408,rejected_actionable,spectral_dominant_factor,finalized,14.984936017254253,6.853095528092984,2026-05-06T14:45:34.678564+00:00,0.00037399999999998546,48
0.339963,True,64.0,0.64,453.0,0.0,-1.88062,0.0,107.38,4.0,11,book_ask_prior,-128,True,-128,False,False,2.1865937744230046,KXBTC15M-26MAY061115-15,14,7,-132.0,3,0.9067726566310123,0.64,0.661194,book_ask_prior_p58_edge0,0.11938,p_below_floor,0.887163305133714,no,715.111,yes,False,139.824138,rejected_actionable,spectral_dominant_factor,finalized,14.976842876337432,6.849394273195304,2026-05-06T15:03:04.896839+00:00,0.021193999999999935,48
0.341283,True,65.0,0.65,407.0,16.0,-3.689892,0.0,653.17,4.0,11,book_ask_prior,70,True,70,True,True,2.1865937744230046,KXBTC15M-26MAY061130-30,0,0,66.0,3,0.9903965637679607,0.65,0.653101,book_ask_prior_p58_edge0,-1.689892,p_below_floor,1.0562212924605836,yes,883.089,yes,True,155.355004,rejected_actionable,spectral_dominant_factor,finalized,431.6680002488882,197.4157272824012,2026-05-06T15:15:16.911180+00:00,0.0031010000000000204,48
0.249202,True,63.0,0.63,94.0,344.0,-6.699743,0.0,267.74,4.0,11,book_ask_prior,-126,True,-126,False,False,2.1865937744230046,KXBTC15M-26MAY061145-45,14,7,-130.0,4,0.9179143159813498,0.63,0.603003,book_ask_prior_p58_edge0,-4.699743,p_below_floor,0.975953687690958,no,739.88,yes,False,138.101016,rejected_actionable,spectral_dominant_factor,finalized,23.57396871183439,10.781137762113612,2026-05-06T15:32:40.119864+00:00,-0.02699700000000005,48
0.876136,True,81.0,0.81,0.0,250.0,0.357552,0.0,241.0,3.0,11,book_ask_prior,38,True,38,True,True,2.1865937744230046,KXBTC15M-26MAY061200-00,0,0,35.0,3,0.8647532618522639,0.81,0.848576,book_ask_prior_p58_edge0,2.357552,p_below_floor,0.6137067077911612,yes,868.928,yes,True,154.673474,rejected_actionable,spectral_dominant_factor,finalized,13.818675592469898,6.319726944304665,2026-05-06T15:45:31.071643+00:00,0.038575999999999944,48
0.063879,True,60.0,0.6,0.0,563.0,-12.027304,0.0,921.3,4.0,11,book_ask_prior,80,True,80,True,True,2.1865937744230046,KXBTC15M-26MAY061215-15,0,0,76.0,4,0.9675460351696075,0.6,0.519727,book_ask_prior_p58_edge0,-10.027304,p_below_floor,1.3829303461508062,yes,869.251,yes,True,153.180763,rejected_actionable,spectral_dominant_factor,finalized,70.53434505852675,32.257635544187565,2026-05-06T16:00:30.749253+00:00,-0.08027299999999993,48
0.124855,True,58.0,0.58,0.0,0.0,-7.884885,0.0,212.0,4.0,11,book_ask_prior,-116,True,-116,True,True,2.1865937744230046,KXBTC15M-26MAY061230-30,0,0,-120.0,3,0.994367727502082,0.58,0.541151,book_ask_prior_p58_edge0,-5.884885,p_below_floor,1.2707043072532729,no,869.282,yes,False,146.490429,rejected_actionable,spectral_dominant_factor,finalized,490.81638935076353,224.46619719306548,2026-05-06T16:15:30.717514+00:00,-0.03884899999999991,48
0.211121,True,59.0,0.59,140.0,0.0,-6.3339,0.0,818.01,4.0,11,book_ask_prior,-118,True,-118,False,False,2.1865937744230046,KXBTC15M-26MAY061245-45,5,2,-122.0,2,0.9291790444210779,0.59,0.566661,book_ask_prior_p58_edge0,-4.3339,p_below_floor,1.1132524851132448,yes,839.255,no,False,142.38251,rejected_actionable,spectral_dominant_factor,finalized,53.45351371350567,24.446019346968512,2026-05-06T16:31:00.752767+00:00,-0.023339,48
0.324611,True,64.0,0.64,31.0,15.0,-2.831864,0.0,322.36,4.0,11,book_ask_prior,72,True,72,False,False,2.1865937744230046,KXBTC15M-26MAY061300-00,19,9,68.0,4,0.8243740779418406,0.64,0.651681,book_ask_prior_p58_edge0,-0.831864,p_below_floor,0.7831031659047875,no,696.598,no,True,123.147582,rejected_actionable,spectral_dominant_factor,finalized,5.384053171800382,2.46230151881829,2026-05-06T16:48:23.404277+00:00,0.011680999999999941,48
1.815216,True,89.0,0.89,766.0,0.0,5.364022,0.0,1564.77,1.0,11,book_ask_prior,-10,False,22,True,True,2.1865937744230046,KXBTC15M-26MAY061400-00,0,0,-11.0,4,0.9748206556055093,0.89,0.97364,book_ask_prior_p58_edge0,7.364022,approved_entry,0.05173622929495089,no,208.945,no,True,65.953573,approved_entry,spectral_dominant_factor,finalized,100.28025615303204,45.86140202447702,2026-05-06T17:56:31.054630+00:00,0.08363999999999994,48
0.112581,True,62.0,0.62,32.0,47.0,-10.917018,0.0,1539.0,4.0,11,book_ask_prior,-124,True,-124,False,False,2.1865937744230046,KXBTC15M-26MAY061415-15,2,1,-128.0,4,0.8590821157953998,0.62,0.55083,book_ask_prior_p58_edge0,-8.917018,p_below_floor,1.1414549899672997,no,834.013,yes,False,132.704895,rejected_actionable,spectral_dominant_factor,finalized,7.334011890927429,3.354080660392769,2026-05-06T18:01:05.986808+00:00,-0.06916999999999995,48
0.570844,True,74.0,0.74,0.0,437.0,-3.628288,0.0,900.0,3.0,11,book_ask_prior,52,True,52,True,True,2.1865937744230046,KXBTC15M-26MAY061430-30,0,0,49.0,3,0.9542843003474307,0.74,0.738717,book_ask_prior_p58_edge0,-1.628288,p_below_floor,0.7898021435415116,yes,884.42,yes,True,141.001809,rejected_actionable,spectral_dominant_factor,finalized,65.55760665802828,29.981612233999673,2026-05-06T18:15:15.581894+00:00,-0.0012830000000000341,48
0.536135,True,71.0,0.71,0.0,734.0,-2.083571,0.0,1968.25,3.0,11,book_ask_prior,58,True,58,False,True,2.1865937744230046,KXBTC15M-26MAY061445-45,1,0,55.0,2,0.8184001582979232,0.71,0.724164,book_ask_prior_p58_edge0,-0.083571,p_below_floor,0.8002629316895712,no,884.401,no,True,137.997054,rejected_actionable,spectral_dominant_factor,finalized,23.691634664961093,10.834950205240023,2026-05-06T18:30:15.600159+00:00,0.014164000000000065,48
0.196336,True,62.0,0.62,172.0,0.0,-7.177642,0.0,51.0,4.0,11,book_ask_prior,-124,True,-124,False,False,2.1865937744230046,KXBTC15M-26MAY061500-00,4,2,-128.0,3,0.9742282556953371,0.62,0.588224,book_ask_prior_p58_edge0,-5.177642,p_below_floor,0.9681426540964172,no,821.951,yes,False,123.283594,rejected_actionable,spectral_dominant_factor,finalized,95.02653079855676,43.458703628492785,2026-05-06T18:46:18.048988+00:00,-0.031776000000000026,48
0.149445,True,65.0,0.65,953.0,46.0,-12.42778,0.0,2603.0,4.0,11,book_ask_prior,-130,True,-130,False,False,2.1865937744230046,KXBTC15M-26MAY061515-15,2,1,-134.0,4,0.9882921687257387,0.65,0.565722,book_ask_prior_p58_edge0,-10.42778,p_below_floor,1.0301221383078365,no,843.964,yes,False,123.523945,rejected_actionable,spectral_dominant_factor,finalized,303.16208569884185,138.64581946815423,2026-05-06T19:00:56.037135+00:00,-0.08427800000000008,48
0.25272,True,65.0,0.65,781.0,0.0,-9.770369,0.0,827.68,4.0,11,book_ask_prior,-130,True,-130,False,False,2.1865937744230046,KXBTC15M-26MAY061530-30,3,1,-134.0,3,0.9922472468993015,0.65,0.592296,book_ask_prior_p58_edge0,-7.770369,p_below_floor,0.9345993009651655,yes,862.742,no,False,122.902619,rejected_actionable,spectral_dominant_factor,finalized,414.87413397619645,189.7353494869768,2026-05-06T19:15:37.259615+00:00,-0.05770399999999998,48
0.235093,True,59.0,0.59,328.0,0.0,-3.033755,0.0,1034.96,4.0,11,book_ask_prior,-118,True,-118,False,False,2.1865937744230046,KXBTC15M-26MAY061545-45,17,8,-122.0,4,0.9958950793310771,0.59,0.599662,book_ask_prior_p58_edge0,-1.033755,p_below_floor,0.7291484157172519,yes,684.229,no,False,105.787912,rejected_actionable,spectral_dominant_factor,finalized,337.7531947945081,154.46545158285468,2026-05-06T19:33:35.772447+00:00,0.00966200000000006,48
