blockers,blocker_count,current_target_pass,v21_target_pass,both_target_pass,both_wilson_pass,both_coverage_pass,min_split_accuracy,min_all_accuracy,min_all_coverage,min_all_wilson,max_median_ask,min_all_roi,current_all_base_markets,current_all_markets,current_all_wins,current_all_losses,current_all_accuracy,current_all_coverage,current_all_wilson95_lower,current_all_median_ask,current_all_ask_ge_95,current_all_ask_eq_100,current_all_median_seconds_to_close,current_all_gross_pnl_cents,current_all_stake_cents,current_all_gross_roi,current_train_base_markets,current_train_markets,current_train_wins,current_train_losses,current_train_accuracy,current_train_coverage,current_train_wilson95_lower,current_train_median_ask,current_train_ask_ge_95,current_train_ask_eq_100,current_train_median_seconds_to_close,current_train_gross_pnl_cents,current_train_stake_cents,current_train_gross_roi,current_validation_base_markets,current_validation_markets,current_validation_wins,current_validation_losses,current_validation_accuracy,current_validation_coverage,current_validation_wilson95_lower,current_validation_median_ask,current_validation_ask_ge_95,current_validation_ask_eq_100,current_validation_median_seconds_to_close,current_validation_gross_pnl_cents,current_validation_stake_cents,current_validation_gross_roi,current_holdout_base_markets,current_holdout_markets,current_holdout_wins,current_holdout_losses,current_holdout_accuracy,current_holdout_coverage,current_holdout_wilson95_lower,current_holdout_median_ask,current_holdout_ask_ge_95,current_holdout_ask_eq_100,current_holdout_median_seconds_to_close,current_holdout_gross_pnl_cents,current_holdout_stake_cents,current_holdout_gross_roi,v21_all_base_markets,v21_all_markets,v21_all_wins,v21_all_losses,v21_all_accuracy,v21_all_coverage,v21_all_wilson95_lower,v21_all_median_ask,v21_all_ask_ge_95,v21_all_ask_eq_100,v21_all_median_seconds_to_close,v21_all_gross_pnl_cents,v21_all_stake_cents,v21_all_gross_roi,v21_train_base_markets,v21_train_markets,v21_train_wins,v21_train_losses,v21_train_accuracy,v21_train_coverage,v21_train_wilson95_lower,v21_train_median_ask,v21_train_ask_ge_95,v21_train_ask_eq_100,v21_train_median_seconds_to_close,v21_train_gross_pnl_cents,v21_train_stake_cents,v21_train_gross_roi,v21_validation_base_markets,v21_validation_markets,v21_validation_wins,v21_validation_losses,v21_validation_accuracy,v21_validation_coverage,v21_validation_wilson95_lower,v21_validation_median_ask,v21_validation_ask_ge_95,v21_validation_ask_eq_100,v21_validation_median_seconds_to_close,v21_validation_gross_pnl_cents,v21_validation_stake_cents,v21_validation_gross_roi,v21_holdout_base_markets,v21_holdout_markets,v21_holdout_wins,v21_holdout_losses,v21_holdout_accuracy,v21_holdout_coverage,v21_holdout_wilson95_lower,v21_holdout_median_ask,v21_holdout_ask_ge_95,v21_holdout_ask_eq_100,v21_holdout_median_seconds_to_close,v21_holdout_gross_pnl_cents,v21_holdout_stake_cents,v21_holdout_gross_roi
signed_move_5m>=0 AND margin_per_rv_sigma_30m>=0,2,False,False,False,False,True,0.85,0.873015873015873,0.8552036199095022,0.8178598793728051,87.0,0.004505052964811884,159,143,126,17,0.8811188811188811,0.89937106918239,0.8178598793728051,86.0,8,0,474.419,217.0,12383.0,0.017524024872809497,95,85,75,10,0.8823529411764706,0.8947368421052632,0.7968139704759628,86.0,4,0,524.153,149.0,7351.0,0.020269351108692695,32,30,26,4,0.8666666666666667,0.9375,0.703186733179637,87.5,4,0,423.9625,-14.0,2614.0,-0.005355776587605203,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.5,0,0,522.0609999999999,82.0,2418.0,0.03391232423490488,221,189,165,24,0.873015873015873,0.8552036199095022,0.8180083931358637,87.0,4,0,479.60723,74.0,16426.0,0.004505052964811884,132,112,98,14,0.875,0.8484848484848485,0.801069258255626,87.0,1,0,479.471673,55.0,9745.0,0.005643919958953309,44,40,34,6,0.85,0.9090909090909091,0.709276756335103,87.5,3,0,479.4687205,-90.0,3490.0,-0.025787965616045846,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
signed_move_5m>=0 AND margin_per_rv_sigma_30m>=0.25,2,False,False,False,False,True,0.85,0.873015873015873,0.8552036199095022,0.8178598793728051,87.0,0.004505052964811884,159,143,126,17,0.8811188811188811,0.89937106918239,0.8178598793728051,86.0,8,0,474.419,217.0,12383.0,0.017524024872809497,95,85,75,10,0.8823529411764706,0.8947368421052632,0.7968139704759628,86.0,4,0,524.153,149.0,7351.0,0.020269351108692695,32,30,26,4,0.8666666666666667,0.9375,0.703186733179637,87.5,4,0,423.9625,-14.0,2614.0,-0.005355776587605203,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.5,0,0,522.0609999999999,82.0,2418.0,0.03391232423490488,221,189,165,24,0.873015873015873,0.8552036199095022,0.8180083931358637,87.0,4,0,479.60723,74.0,16426.0,0.004505052964811884,132,112,98,14,0.875,0.8484848484848485,0.801069258255626,87.0,1,0,479.471673,55.0,9745.0,0.005643919958953309,44,40,34,6,0.85,0.9090909090909091,0.709276756335103,87.5,3,0,479.4687205,-90.0,3490.0,-0.025787965616045846,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
signed_move_5m>=0 AND book_p_side>=0.7,2,False,False,False,False,True,0.85,0.873015873015873,0.8552036199095022,0.8178598793728051,87.0,0.004505052964811884,159,143,126,17,0.8811188811188811,0.89937106918239,0.8178598793728051,86.0,8,0,474.419,217.0,12383.0,0.017524024872809497,95,85,75,10,0.8823529411764706,0.8947368421052632,0.7968139704759628,86.0,4,0,524.153,149.0,7351.0,0.020269351108692695,32,30,26,4,0.8666666666666667,0.9375,0.703186733179637,87.5,4,0,423.9625,-14.0,2614.0,-0.005355776587605203,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.5,0,0,522.0609999999999,82.0,2418.0,0.03391232423490488,221,189,165,24,0.873015873015873,0.8552036199095022,0.8180083931358637,87.0,4,0,479.60723,74.0,16426.0,0.004505052964811884,132,112,98,14,0.875,0.8484848484848485,0.801069258255626,87.0,1,0,479.471673,55.0,9745.0,0.005643919958953309,44,40,34,6,0.85,0.9090909090909091,0.709276756335103,87.5,3,0,479.4687205,-90.0,3490.0,-0.025787965616045846,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
signed_move_5m>=0 AND book_p_side>=0.75,2,False,False,False,False,True,0.85,0.873015873015873,0.8552036199095022,0.8178598793728051,87.0,0.004505052964811884,159,143,126,17,0.8811188811188811,0.89937106918239,0.8178598793728051,86.0,8,0,474.419,217.0,12383.0,0.017524024872809497,95,85,75,10,0.8823529411764706,0.8947368421052632,0.7968139704759628,86.0,4,0,524.153,149.0,7351.0,0.020269351108692695,32,30,26,4,0.8666666666666667,0.9375,0.703186733179637,87.5,4,0,423.9625,-14.0,2614.0,-0.005355776587605203,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.5,0,0,522.0609999999999,82.0,2418.0,0.03391232423490488,221,189,165,24,0.873015873015873,0.8552036199095022,0.8180083931358637,87.0,4,0,479.60723,74.0,16426.0,0.004505052964811884,132,112,98,14,0.875,0.8484848484848485,0.801069258255626,87.0,1,0,479.471673,55.0,9745.0,0.005643919958953309,44,40,34,6,0.85,0.9090909090909091,0.709276756335103,87.5,3,0,479.4687205,-90.0,3490.0,-0.025787965616045846,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
book_p_side>=0.8 AND seconds_to_close<=600,2,False,False,False,False,True,0.8292682926829268,0.8804347826086957,0.832579185520362,0.8256084836402642,88.0,-0.0024630541871921183,159,142,127,15,0.8943661971830986,0.8930817610062893,0.8330239379738559,88.0,9,0,435.8035,186.0,12514.0,0.014863353044590058,95,84,75,9,0.8928571428571429,0.8842105263157894,0.808753854836555,88.0,5,0,429.70849999999996,128.0,7372.0,0.017362995116657624,32,31,28,3,0.9032258064516129,0.96875,0.7510006155660716,90.0,4,0,406.821,38.0,2762.0,0.013758146270818247,32,27,24,3,0.8888888888888888,0.84375,0.7194219918172017,88.0,0,0,515.029,20.0,2380.0,0.008403361344537815,221,184,162,22,0.8804347826086957,0.832579185520362,0.8256084836402642,88.0,6,0,419.535431,-40.0,16240.0,-0.0024630541871921183,132,107,96,11,0.897196261682243,0.8106060606060606,0.8252402446779479,89.0,3,0,419.381161,132.0,9468.0,0.01394169835234474,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,419.7803,-203.0,3603.0,-0.05634193727449348,45,36,32,4,0.8888888888888888,0.8,0.7468519140963513,88.0,0,0,479.429585,31.0,3169.0,0.009782265698958662
book_p_side>=0.8 AND abs_book_rv30_gap<=0.2,2,False,False,False,False,True,0.8292682926829268,0.8794326241134752,0.8461538461538461,0.8153934543235097,87.0,0.009668339248561987,159,141,124,17,0.8794326241134752,0.8867924528301887,0.8153934543235097,86.0,8,0,469.978,136.0,12264.0,0.011089367253750815,95,84,74,10,0.8809523809523809,0.8842105263157894,0.794550842255297,86.0,5,0,522.4975,107.0,7293.0,0.014671602906897025,32,30,26,4,0.8666666666666667,0.9375,0.703186733179637,87.5,3,0,412.909,-33.0,2633.0,-0.012533232054690467,32,27,24,3,0.8888888888888888,0.84375,0.7194219918172017,87.0,0,0,529.093,62.0,2338.0,0.026518391787852865,221,187,165,22,0.8823529411764706,0.8461538461538461,0.8283018577556153,87.0,5,0,479.513487,158.0,16342.0,0.009668339248561987,132,110,98,12,0.8909090909090909,0.8333333333333334,0.8189511686524213,87.0,2,0,479.471673,175.0,9625.0,0.01818181818181818,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,36,33,3,0.9166666666666666,0.8,0.7817330875072737,87.0,0,0,479.572876,170.0,3130.0,0.054313099041533544
book_p_side>=0.8,1,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND abs_book_rv15_gap<=0.3,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND abs_book_rv15_gap<=0.4,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND abs_book_rv30_gap<=0.3,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,10,0,467.43100000000004,173.0,12727.0,0.013593148424609099,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,6,0,474.419,131.0,7569.0,0.017307438234905537,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND abs_book_rv30_gap<=0.4,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND spread_cents<=3,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND spread_cents<=4,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND spread_cents<=5,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND spread_cents<=8,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND seconds_to_close<=900,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND ask_cents<=95,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND margin_per_rv_sigma_15m>=-0.5,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND margin_per_rv_sigma_15m>=0,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
book_p_side>=0.8 AND margin_per_rv_sigma_15m>=0.25,2,False,False,False,False,True,0.8292682926829268,0.8789473684210526,0.8597285067873304,0.8214385534626878,87.0,0.00511585916340656,159,146,129,17,0.8835616438356164,0.9182389937106918,0.8214385534626878,86.0,8,0,467.43100000000004,175.0,12725.0,0.0137524557956778,95,87,77,10,0.8850574712643678,0.9157894736842105,0.8011941795053155,86.0,4,0,474.419,133.0,7567.0,0.01757631822386679,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,406.821,-30.0,2730.0,-0.01098901098901099,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,72.0,2428.0,0.029654036243822075,221,190,167,23,0.8789473684210526,0.8597285067873304,0.8249084340968673,87.0,5,0,479.337947,85.0,16615.0,0.00511585916340656,132,112,99,13,0.8839285714285714,0.8484848484848485,0.8114943070899336,87.5,2,0,479.131975,89.0,9811.0,0.009071450412801958,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-187.0,3587.0,-0.052132701421800945,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,87.0,0,0,479.513487,183.0,3217.0,0.05688529686042897
