row_id,dataset_role,source_dataset_tag,source_file,source_line_or_offset,source_type,source_quality_tier,run_id,market_ticker,market_close_ts_utc,decision_ts_utc,decision_ts_basis,side,strike,strike_source,seconds_to_close,yes_bid_cents,no_bid_cents,yes_ask_cents,no_ask_cents,yes_depth,no_depth,ask_cents,bid_cents,book_implied_yes_from_side_ask,book_mid_yes_cents,book_width_cents,book_source_event_count,book_sequence_number,checkpoint_reason,raw_capture_ts_utc,registered_utc,is_pre_resolution,is_pre_resolution_registered,is_recomputed_after_resolution,is_backfilled,is_simulated,is_sidecar,is_diagnostic_only,has_market_metadata,has_top_book,has_btc_state,has_v28_baseline,has_candidate_prediction,has_settlement_label,eligible_for_candidate_prediction,allowed_for_training,allowed_for_validation,allowed_for_holdout,allowed_for_forward_promotion,exclusion_reason,depth
3676b2ce6c416db8756b150e,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,6,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:18.810Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,821.19,45.0,53.0,47.0,55.0,159.0,304.0,47.0,45.0,0.47,46.0,2.0,757,748,native_periodic,2026-05-11T05:31:18.810Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,159.0
f04f7c4326ac92e394620649,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,6,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:18.810Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,821.19,45.0,53.0,47.0,55.0,159.0,304.0,55.0,53.0,0.44999999999999996,46.0,2.0,757,748,native_periodic,2026-05-11T05:31:18.810Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,304.0
014ccdbd41e9d0335eac180d,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,7,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:19.857Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,820.143,46.0,53.0,47.0,54.0,159.27,144.39,47.0,46.0,0.47,46.5,1.0,849,839,native_periodic,2026-05-11T05:31:19.857Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,159.27
fbb2ead5412b1954e05869bf,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,7,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:19.857Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,820.143,46.0,53.0,47.0,54.0,159.27,144.39,54.0,53.0,0.45999999999999996,46.5,1.0,849,839,native_periodic,2026-05-11T05:31:19.857Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,144.39
ba4375b0405bc696256baa35,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,8,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:20.855Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,819.145,46.0,53.0,47.0,54.0,80.0,10.0,47.0,46.0,0.47,46.5,1.0,940,929,native_periodic,2026-05-11T05:31:20.855Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,80.0
f1eed514ffcb97ba1886f98e,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,8,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:20.855Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,819.145,46.0,53.0,47.0,54.0,80.0,10.0,54.0,53.0,0.45999999999999996,46.5,1.0,940,929,native_periodic,2026-05-11T05:31:20.855Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,10.0
bb836b6d4278c4014ffcb04f,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,9,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:21.871Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,818.129,45.0,54.0,46.0,55.0,140.47,15.0,46.0,45.0,0.46,45.5,1.0,1028,1016,native_periodic,2026-05-11T05:31:21.871Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,140.47
e0ac91f2cdccb1278817c988,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,9,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:21.871Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,818.129,45.0,54.0,46.0,55.0,140.47,15.0,55.0,54.0,0.44999999999999996,45.5,1.0,1028,1016,native_periodic,2026-05-11T05:31:21.871Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,15.0
63c93d162a6fdb8e56dd09d6,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,10,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:22.869Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,817.131,45.0,52.0,48.0,55.0,135.95,1775.0,48.0,45.0,0.48,46.5,3.0,1207,1194,native_periodic,2026-05-11T05:31:22.869Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,135.95
8ad366c2e996d267ecfbbc83,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,10,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:22.869Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,817.131,45.0,52.0,48.0,55.0,135.95,1775.0,55.0,52.0,0.44999999999999996,46.5,3.0,1207,1194,native_periodic,2026-05-11T05:31:22.869Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,1775.0
58109001f726d45f800b5631,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,11,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:23.861Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,816.139,47.0,52.0,48.0,53.0,5.0,1531.24,48.0,47.0,0.48,47.5,1.0,1279,1265,native_periodic,2026-05-11T05:31:23.861Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,5.0
cad9a508f563dc4bdc25869b,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,11,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:23.861Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,816.139,47.0,52.0,48.0,53.0,5.0,1531.24,53.0,52.0,0.47,47.5,1.0,1279,1265,native_periodic,2026-05-11T05:31:23.861Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,1531.24
bb9c8e8cdb320a551fdaebd6,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,12,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:24.915Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,815.085,47.0,52.0,48.0,53.0,29.0,814.81,48.0,47.0,0.48,47.5,1.0,1401,1386,native_periodic,2026-05-11T05:31:24.915Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,29.0
1c4bdbf3acfe2d343ac316f0,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,12,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:24.915Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,815.085,47.0,52.0,48.0,53.0,29.0,814.81,53.0,52.0,0.47,47.5,1.0,1401,1386,native_periodic,2026-05-11T05:31:24.915Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,814.81
fbd489650ddc141aa4ae8353,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,13,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:25.934Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,814.066,47.0,52.0,48.0,53.0,29.0,1303.61,48.0,47.0,0.48,47.5,1.0,1464,1448,native_periodic,2026-05-11T05:31:25.934Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,29.0
11169535623e57413f2d933c,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,13,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:25.934Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,814.066,47.0,52.0,48.0,53.0,29.0,1303.61,53.0,52.0,0.47,47.5,1.0,1464,1448,native_periodic,2026-05-11T05:31:25.934Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,1303.61
0e1fabd402deda7d338c148b,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,14,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:26.955Z,native_passive_book_checkpoint_ts,yes,80938.41,native_passive_watch_market_metadata,813.045,45.0,54.0,46.0,55.0,176.0,86.49,46.0,45.0,0.46,45.5,1.0,1574,1557,native_periodic,2026-05-11T05:31:26.955Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,176.0
0356db9f5c5efee15fbf0d1b,passive_forward_snapshot_staging,particle_shadow_forward_20260511T053112Z-47457a12,research_data/particle_shadow_forward_20260511T053112Z-47457a12/book_checkpoints/day=2026-05-11/market=KXBTC15M-26MAY110145-45/part-native-passive-20260511T053112Z-47457a12.ndjson,14,passive_book_checkpoint,passive_predecision_market_book_no_btc_no_strategy,20260511T053112Z-47457a12,KXBTC15M-26MAY110145-45,2026-05-11T05:45:00.000Z,2026-05-11T05:31:26.955Z,native_passive_book_checkpoint_ts,no,80938.41,native_passive_watch_market_metadata,813.045,45.0,54.0,46.0,55.0,176.0,86.49,55.0,54.0,0.44999999999999996,45.5,1.0,1574,1557,native_periodic,2026-05-11T05:31:26.955Z,2026-05-12T07:29:26Z,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,missing_btc_state;missing_v28_baseline;missing_candidate_prediction;missing_settlement_label;not_frozen_candidate_prediction_registry,86.49
