market,result,status,settlement_ts,close_time,watch_close_time,source
KXBTC15M-26APR061515-15,no,finalized,2026-04-06T19:15:11.486325Z,2026-04-06T19:15:00Z,2026-04-06T19:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR061530-30,yes,finalized,2026-04-06T19:30:11.333276Z,2026-04-06T19:30:00Z,2026-04-06T19:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR061545-45,no,finalized,2026-04-06T19:45:11.286712Z,2026-04-06T19:45:00Z,2026-04-06T19:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR061600-00,no,finalized,2026-04-06T20:00:11.284983Z,2026-04-06T20:00:00Z,2026-04-06T20:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR061615-15,no,finalized,2026-04-06T20:15:11.343203Z,2026-04-06T20:15:00Z,2026-04-06T20:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR061630-30,yes,finalized,2026-04-06T20:30:11.284424Z,2026-04-06T20:30:00Z,2026-04-06T20:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR061645-45,no,finalized,2026-04-06T20:45:11.337587Z,2026-04-06T20:45:00Z,2026-04-06T20:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR061700-00,no,finalized,2026-04-06T21:00:11.38465Z,2026-04-06T21:00:00Z,2026-04-06T21:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR061715-15,no,finalized,2026-04-06T21:15:11.383886Z,2026-04-06T21:15:00Z,2026-04-06T21:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR062115-15,no,determined,,2026-04-07T01:15:00Z,2026-04-07T01:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR062130-30,yes,finalized,2026-04-07T01:30:11.289648Z,2026-04-07T01:30:00Z,2026-04-07T01:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR062145-45,no,finalized,2026-04-07T01:45:11.30135Z,2026-04-07T01:45:00Z,2026-04-07T01:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR062200-00,no,finalized,2026-04-07T02:00:11.390051Z,2026-04-07T02:00:00Z,2026-04-07T02:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR062215-15,no,finalized,2026-04-07T02:15:11.345649Z,2026-04-07T02:15:00Z,2026-04-07T02:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR062230-30,yes,finalized,2026-04-07T02:30:11.345224Z,2026-04-07T02:30:00Z,2026-04-07T02:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_87_77_67\market_results.csv
KXBTC15M-26APR062300-00,yes,finalized,2026-04-07T03:00:11.651873Z,2026-04-07T03:00:00Z,2026-04-07T03:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR062315-15,yes,finalized,2026-04-07T03:15:11.389952Z,2026-04-07T03:15:00Z,2026-04-07T03:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR062330-30,yes,finalized,2026-04-07T03:30:11.441919Z,2026-04-07T03:30:00Z,2026-04-07T03:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR062345-45,yes,finalized,2026-04-07T03:45:11.343479Z,2026-04-07T03:45:00Z,2026-04-07T03:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR070000-00,no,finalized,2026-04-07T04:02:44.050093Z,2026-04-07T04:00:00Z,2026-04-07T04:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR070030-30,no,finalized,2026-04-07T04:30:11.286727Z,2026-04-07T04:30:00Z,2026-04-07T04:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR070045-45,yes,finalized,2026-04-07T04:45:11.3819Z,2026-04-07T04:45:00Z,2026-04-07T04:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR070300-00,yes,finalized,2026-04-07T07:16:11.609903Z,2026-04-07T07:00:00Z,2026-04-07T07:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR070900-00,yes,finalized,2026-04-07T13:00:11.2826Z,2026-04-07T13:00:00Z,2026-04-07T13:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR070915-15,yes,finalized,2026-04-07T13:15:11.280466Z,2026-04-07T13:15:00Z,2026-04-07T13:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR070930-30,no,finalized,2026-04-07T13:30:11.294718Z,2026-04-07T13:30:00Z,2026-04-07T13:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR070945-45,no,finalized,2026-04-07T13:45:11.292602Z,2026-04-07T13:45:00Z,2026-04-07T13:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071000-00,no,finalized,2026-04-07T14:00:11.283494Z,2026-04-07T14:00:00Z,2026-04-07T14:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071015-15,no,finalized,2026-04-07T14:15:11.295642Z,2026-04-07T14:15:00Z,2026-04-07T14:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071030-30,yes,finalized,2026-04-07T14:30:11.288805Z,2026-04-07T14:30:00Z,2026-04-07T14:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071045-45,no,finalized,2026-04-07T14:45:11.288965Z,2026-04-07T14:45:00Z,2026-04-07T14:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071100-00,no,finalized,2026-04-07T15:00:11.282987Z,2026-04-07T15:00:00Z,2026-04-07T15:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071115-15,no,finalized,2026-04-07T15:15:21.287917Z,2026-04-07T15:15:00Z,2026-04-07T15:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071130-30,yes,finalized,2026-04-07T15:30:11.29527Z,2026-04-07T15:30:00Z,2026-04-07T15:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071145-45,no,finalized,2026-04-07T15:45:11.30088Z,2026-04-07T15:45:00Z,2026-04-07T15:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071200-00,yes,finalized,2026-04-07T16:00:11.284657Z,2026-04-07T16:00:00Z,2026-04-07T16:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071215-15,no,finalized,2026-04-07T16:15:11.286667Z,2026-04-07T16:15:00Z,2026-04-07T16:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071230-30,yes,finalized,2026-04-07T16:30:11.289746Z,2026-04-07T16:30:00Z,2026-04-07T16:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071245-45,no,finalized,2026-04-07T16:45:11.295871Z,2026-04-07T16:45:00Z,2026-04-07T16:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071300-00,no,finalized,2026-04-07T17:00:11.285981Z,2026-04-07T17:00:00Z,2026-04-07T17:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071315-15,yes,finalized,2026-04-07T17:15:11.340559Z,2026-04-07T17:15:00Z,2026-04-07T17:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071330-30,yes,finalized,2026-04-07T17:30:11.295241Z,2026-04-07T17:30:00Z,2026-04-07T17:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071345-45,yes,finalized,2026-04-07T17:45:11.28195Z,2026-04-07T17:45:00Z,2026-04-07T17:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071400-00,no,finalized,2026-04-07T18:00:11.286204Z,2026-04-07T18:00:00Z,2026-04-07T18:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071415-15,no,finalized,2026-04-07T18:15:11.286771Z,2026-04-07T18:15:00Z,2026-04-07T18:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071430-30,no,finalized,2026-04-07T18:30:11.287573Z,2026-04-07T18:30:00Z,2026-04-07T18:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071445-45,no,finalized,2026-04-07T18:45:11.281871Z,2026-04-07T18:45:00Z,2026-04-07T18:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR071945-45,no,finalized,2026-04-07T23:45:12.337762Z,2026-04-07T23:45:00Z,2026-04-07T23:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072000-00,no,finalized,2026-04-08T00:00:12.336433Z,2026-04-08T00:00:00Z,2026-04-08T00:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072015-15,yes,finalized,2026-04-08T00:15:12.341833Z,2026-04-08T00:15:00Z,2026-04-08T00:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072030-30,no,finalized,2026-04-08T00:30:12.354197Z,2026-04-08T00:30:00Z,2026-04-08T00:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072045-45,no,finalized,2026-04-08T00:45:12.339962Z,2026-04-08T00:45:00Z,2026-04-08T00:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072100-00,no,finalized,2026-04-08T01:00:12.334526Z,2026-04-08T01:00:00Z,2026-04-08T01:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072115-15,yes,finalized,2026-04-08T01:15:12.342716Z,2026-04-08T01:15:00Z,2026-04-08T01:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072130-30,no,finalized,2026-04-08T01:30:12.338471Z,2026-04-08T01:30:00Z,2026-04-08T01:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072145-45,yes,finalized,2026-04-08T01:45:12.599269Z,2026-04-08T01:45:00Z,2026-04-08T01:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072200-00,no,finalized,2026-04-08T02:00:12.342481Z,2026-04-08T02:00:00Z,2026-04-08T02:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072215-15,yes,finalized,2026-04-08T02:15:12.491867Z,2026-04-08T02:15:00Z,2026-04-08T02:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072230-30,no,finalized,2026-04-08T02:30:12.341845Z,2026-04-08T02:30:00Z,2026-04-08T02:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072245-45,no,finalized,2026-04-08T02:45:12.402814Z,2026-04-08T02:45:00Z,2026-04-08T02:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072300-00,yes,finalized,2026-04-08T03:00:12.398397Z,2026-04-08T03:00:00Z,2026-04-08T03:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072315-15,no,finalized,2026-04-08T03:15:12.341996Z,2026-04-08T03:15:00Z,2026-04-08T03:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072330-30,yes,finalized,2026-04-08T03:30:12.340498Z,2026-04-08T03:30:00Z,2026-04-08T03:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR072345-45,no,finalized,2026-04-08T03:45:12.431439Z,2026-04-08T03:45:00Z,2026-04-08T03:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080000-00,no,determined,,2026-04-08T04:00:00Z,2026-04-08T04:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080015-15,yes,finalized,2026-04-08T04:15:12.33908Z,2026-04-08T04:15:00Z,2026-04-08T04:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080030-30,yes,determined,,2026-04-08T04:30:00Z,2026-04-08T04:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080045-45,yes,finalized,2026-04-08T04:45:12.452885Z,2026-04-08T04:45:00Z,2026-04-08T04:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080100-00,no,finalized,2026-04-08T05:00:12.557269Z,2026-04-08T05:00:00Z,2026-04-08T05:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080115-15,yes,finalized,2026-04-08T05:15:12.387605Z,2026-04-08T05:15:00Z,2026-04-08T05:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080130-30,yes,finalized,2026-04-08T05:30:12.339309Z,2026-04-08T05:30:00Z,2026-04-08T05:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080145-45,no,finalized,2026-04-08T05:45:12.338289Z,2026-04-08T05:45:00Z,2026-04-08T05:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080200-00,yes,finalized,2026-04-08T06:00:12.331025Z,2026-04-08T06:00:00Z,2026-04-08T06:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080215-15,yes,finalized,2026-04-08T06:15:12.393326Z,2026-04-08T06:15:00Z,2026-04-08T06:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080230-30,yes,finalized,2026-04-08T06:30:12.5432Z,2026-04-08T06:30:00Z,2026-04-08T06:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR080245-45,no,finalized,2026-04-08T06:45:12.331252Z,2026-04-08T06:45:00Z,2026-04-08T06:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR081400-00,yes,finalized,2026-04-08T18:00:12.53675Z,2026-04-08T18:00:00Z,2026-04-08T18:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR081415-15,no,finalized,2026-04-08T18:15:12.337782Z,2026-04-08T18:15:00Z,2026-04-08T18:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR081745-45,no,finalized,2026-04-08T21:45:12.384658Z,2026-04-08T21:45:00Z,2026-04-08T21:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR081800-00,no,finalized,2026-04-08T22:00:12.335953Z,2026-04-08T22:00:00Z,2026-04-08T22:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR081815-15,no,finalized,2026-04-08T22:15:12.354172Z,2026-04-08T22:15:00Z,2026-04-08T22:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR081830-30,no,finalized,2026-04-08T22:30:12.335877Z,2026-04-08T22:30:00Z,2026-04-08T22:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR081845-45,yes,finalized,2026-04-08T22:45:12.343598Z,2026-04-08T22:45:00Z,2026-04-08T22:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR081900-00,no,finalized,2026-04-08T23:00:12.342846Z,2026-04-08T23:00:00Z,2026-04-08T23:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR081915-15,yes,finalized,2026-04-08T23:15:12.352049Z,2026-04-08T23:15:00Z,2026-04-08T23:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR081930-30,no,finalized,2026-04-08T23:30:12.390974Z,2026-04-08T23:30:00Z,2026-04-08T23:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR081945-45,yes,finalized,2026-04-08T23:45:12.341917Z,2026-04-08T23:45:00Z,2026-04-08T23:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082000-00,yes,finalized,2026-04-09T00:00:12.38857Z,2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082015-15,no,finalized,2026-04-09T00:15:12.346925Z,2026-04-09T00:15:00Z,2026-04-09T00:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082030-30,no,finalized,2026-04-09T00:30:12.343301Z,2026-04-09T00:30:00Z,2026-04-09T00:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082045-45,no,finalized,2026-04-09T00:45:12.392245Z,2026-04-09T00:45:00Z,2026-04-09T00:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082100-00,yes,finalized,2026-04-09T01:00:12.342319Z,2026-04-09T01:00:00Z,2026-04-09T01:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082115-15,no,finalized,2026-04-09T01:15:12.398314Z,2026-04-09T01:15:00Z,2026-04-09T01:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082130-30,no,finalized,2026-04-09T01:30:12.406749Z,2026-04-09T01:30:00Z,2026-04-09T01:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082145-45,yes,finalized,2026-04-09T01:45:12.519444Z,2026-04-09T01:45:00Z,2026-04-09T01:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082200-00,yes,finalized,2026-04-09T02:00:12.391437Z,2026-04-09T02:00:00Z,2026-04-09T02:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082215-15,no,finalized,2026-04-09T02:15:12.547775Z,2026-04-09T02:15:00Z,2026-04-09T02:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082230-30,yes,finalized,2026-04-09T02:30:12.444204Z,2026-04-09T02:30:00Z,2026-04-09T02:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082245-45,no,finalized,2026-04-09T02:45:12.350376Z,2026-04-09T02:45:00Z,2026-04-09T02:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082300-00,yes,finalized,2026-04-09T03:00:12.390911Z,2026-04-09T03:00:00Z,2026-04-09T03:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082315-15,no,finalized,2026-04-09T03:15:12.387576Z,2026-04-09T03:15:00Z,2026-04-09T03:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082330-30,no,finalized,2026-04-09T03:30:12.341063Z,2026-04-09T03:30:00Z,2026-04-09T03:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR082345-45,yes,finalized,2026-04-09T03:45:12.342767Z,2026-04-09T03:45:00Z,2026-04-09T03:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR090000-00,yes,determined,,2026-04-09T04:00:00Z,2026-04-09T04:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR090015-15,no,finalized,2026-04-09T04:15:12.416914Z,2026-04-09T04:15:00Z,2026-04-09T04:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR090030-30,no,finalized,2026-04-09T04:30:12.342056Z,2026-04-09T04:30:00Z,2026-04-09T04:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR090045-45,yes,finalized,2026-04-09T04:45:12.463757Z,2026-04-09T04:45:00Z,2026-04-09T04:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR090100-00,no,finalized,2026-04-09T05:00:12.490982Z,2026-04-09T05:00:00Z,2026-04-09T05:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR090115-15,yes,finalized,2026-04-09T05:15:12.391333Z,2026-04-09T05:15:00Z,2026-04-09T05:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR090130-30,yes,finalized,2026-04-09T05:30:12.441565Z,2026-04-09T05:30:00Z,2026-04-09T05:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR090145-45,yes,finalized,2026-04-09T05:45:12.391156Z,2026-04-09T05:45:00Z,2026-04-09T05:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR090200-00,no,finalized,2026-04-09T06:01:22.382351Z,2026-04-09T06:00:00Z,2026-04-09T06:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR122330-30,yes,finalized,2026-04-13T03:30:09.889263Z,2026-04-13T03:30:00Z,2026-04-13T03:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR122345-45,no,finalized,2026-04-13T03:45:09.950644Z,2026-04-13T03:45:00Z,2026-04-13T03:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR130000-00,yes,finalized,2026-04-13T04:00:45.100652Z,2026-04-13T04:00:00Z,2026-04-13T04:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
KXBTC15M-26APR130015-15,no,finalized,2026-04-13T04:15:09.936173Z,2026-04-13T04:15:00Z,2026-04-13T04:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_90_70\market_results.csv
